DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P6160	P8586	P6218	P8587	P8587S1	P6211	P5455	P1088	P1088S1	P6216	P5457	P5673	P5674	P6223	P1101	P5461	P5461S1	P5461S2	P5461S3	P4693	P6167	P6180	P6180S1	P6180S2	P8610	P8610S1	P8610S2	P6229	P6229S1	P8612	P8612S1	P8612S2	P6238	P8614	P8614S1	P8614S2	P6202	P781	P781S1	P781S2	P782	P783	LLAVEHOG	FEX_C
6013514	1	1	1	1	2		3	3																																						60135141	334.617167645261
6013514	2	1	2	1	2		3	5																																						60135141	334.617167645261
6013514	3	1	3	1	2	3	7	2	2	1																																				60135141	334.617167645261
6013514	4	1	4	1	2	16	5	11		1																																				60135141	334.617167645261
6013514	5	1	5	1	2	3	5	11		1																															4					60135141	334.617167645261
6013515	1	1	1	1	2		3	4																																						60135151	635.951565553677
6013516	1	1	1	1	2		5	11		1																																				60135161	427.635307910021
6013516	2	1	2	1	2		3	5																																						60135161	427.635307910021
6013517	1	1	1	1	2		8	3	3	2																																				60135171	635.951565553677
6013518	1	1	1	1	2		5	11		4																																				60135181	527.164424385452
6013518	2	1	2	1	2		4	6																																						60135181	527.164424385452
6013518	3	1	3	1	1						4	10		2	1		1	4		2	2	2	4	20	1	300	3000	2					2				2				1	1				60135181	527.164424385452
6013519	1	1	1	1	2	9	4	8																																						60135191	652.415780716671
6013519	2	1	2	1	1						3	6			1		1	1		2	2	2	4	20	2			2					2				2				1	1				60135191	652.415780716671
6013519	3	1	3	1	1						2	2			1		1	1		2	2	2	4	20	2			2					2				2				1	1				60135191	652.415780716671
6013520	1	1	1	1	2		5	11		1																																				60135201	662.632460393488
6013520	2	1	2	1	2		4	7																																						60135201	662.632460393488
6013520	3	1	3	1	1						3	9			1		1	3		2	2	2	4	15	2			2					2				2				1	2				60135201	662.632460393488
6013520	4	1	4	1	1						3	6			1		1	1		2	2	2	4	10	2			2					2				2				1	2				60135201	662.632460393488
6013521	1	1	1	1	2		5	11		1																																				60135211	587.858430100268
6013521	2	1	2	1	2		5	11		1																																				60135211	587.858430100268
6013521	3	1	3	1	2	2	11	6	6	1																																				60135211	587.858430100268
6013521	4	1	4	1	1						7	1	1	1	1		1						3	45	2			2					2				2									60135211	587.858430100268
6013522	1	1	1	1	2	9	3	3																																						60135221	540.660681547219
6013522	2	1	2	1	2	9	4	9																																						60135221	540.660681547219
6013522	3	1	3	1	1						3	7			1		1	1		2	2	2	4	30	1	200	4000	2					2				2				1	6				60135221	540.660681547219
6013522	4	1	4	1	1						3	7			1		1	1		2	2	2	4	30	1	200	4000	2					2				2				1	6				60135221	540.660681547219
6013522	5	1	5	1	1						2	3			1		1	1		2	2	2	4	15	1	400	5000	2					2				2				1	6				60135221	540.660681547219
6013522	6	1	6	1	2		3	5																																						60135221	540.660681547219
6013523	1	1	1	1	2		5	11		1																																				60135231	698.716441704479
6013523	2	1	2	1	2		5	11		1																																				60135231	698.716441704479
6013523	3	1	3	1	1						3	7			1		1	1		2	2	2	5	20	2			2					2				2				1	2				60135231	698.716441704479
6013523	4	1	4	1	1						2	5			1		1	1		2	2	2	3	30	2			2					2				2				1	2				60135231	698.716441704479
6013524	1	1	1	1	2	10	3	5																																						60135241	903.768077109077
6013524	2	1	2	1	2	4	3	5																																						60135241	903.768077109077
6013524	3	1	3	1	1						2	3			1		1	1		2	2	2	4	15	1	400	5000	2					2				2				1	2				60135241	903.768077109077
6013525	1	1	1	1	2		5	11		1																																				60135251	698.716441704479
6013525	2	1	2	1	2		5	11		1																																				60135251	698.716441704479
6013525	3	1	3	1	1						3	6			1		1	1		2	2	2	3	10	2			2					2				2				1	2				60135251	698.716441704479
6013525	4	1	4	1	1						2	3			1		1	1		2	2	2	3	10	2			2					2				2				1	2				60135251	698.716441704479
6013526	1	1	1	2	2		1																																							60135261	648.934329926011
6013526	2	1	2	1	1						4	11		2	1		3	4		2	2	2	4	20	1	300	1300	2					2				2				1	1				60135261	648.934329926011
6013526	3	1	3	1	1						3	8			1		3	1		2	2	2	4	20	2			2					2				2				1	1				60135261	648.934329926011
6013526	4	1	4	1	1						2	5			1		3	1		2	2	2	4	20	1	300	1300	2					2				2				1	1				60135261	648.934329926011
6013526	5	1	5	1	1						2	2			1		3	1		2	2	2	4	20	1	300	1300	2					2				2				1	1				60135261	648.934329926011
6013526	6	1	6	1	2		3	2																																						60135261	648.934329926011
6013527	1	1	1	1	2		4	8																																						60135271	456.288643376179
6013527	2	1	2	1	2		5	11		1																																				60135271	456.288643376179
6013527	3	1	3	1	2	2	11	5	5	3																																				60135271	456.288643376179
6013527	4	1	4	1	2	16	5	11		1																																				60135271	456.288643376179
6013527	5	1	5	1	1						3	9			2	2	1	4		1	1	1	4	10	2			2					2				2				1	2				60135271	456.288643376179
6013528	1	1	1	1	2		5	11		1																																				60135281	492.372624687171
6013528	2	1	2	1	2		5	11		1																																				60135281	492.372624687171
6013528	3	1	3	1	2	9	7	2	2	3																																				60135281	492.372624687171
6013528	4	1	4	1	1						3	7			1		3	4		2	2	2	5	7	2			2					2				2				1	2				60135281	492.372624687171
6013529	1	1	1	1	2		3	2																																						60135291	488.329313624836
6013529	2	1	2	1	2		3	5																																						60135291	488.329313624836
6013529	3	1	3	1	2		5	11		1																																				60135291	488.329313624836
6013535	1	1	1	1	2		3	3																																						60135351	5196.24744885693
6013535	2	1	2	1	2		3	5																																						60135351	5196.24744885693
6013535	3	1	3	1	2	10	4	9																																	1	2				60135351	5196.24744885693
6013535	4	1	4	2	2	12	1																																		1	2				60135351	5196.24744885693
6013535	5	1	5	1	2	10	4	6																																	1	2				60135351	5196.24744885693
6013535	6	1	6	1	2	10	4	6																																	1	1				60135351	5196.24744885693
6013535	7	1	7	1	1						2	5			1		3	1		2	2	2	4	20	1	500	6000	2					2				2				1	2				60135351	5196.24744885693
6013536	1	1	1	1	2		3	5																																						60135361	3273.19277830181
6013536	2	1	2	1	2		4	6																																						60135361	3273.19277830181
6013536	3	1	3	1	1						2	2			1		3	1		2	2	2	3	10	1	400	5500	2					2				2				1	2				60135361	3273.19277830181
6013537	1	1	1	2	2		1																																							60135371	3407.96640111834
6013537	2	1	2	1	1						2	4			1		3	1		2	2	2	4	5	1	500	6000	2					2				2				1	1				60135371	3407.96640111834
6013537	3	1	3	1	1						2	2			1		3	1		2	2	2	4	5	1	500	6000	2					2				2				1	1				60135371	3407.96640111834
6013538	1	1	1	1	2	9	5	11		1																																				60135381	3344.91937077597
6013539	1	1	1	1	2		3	1																																						60135391	5317.22373616888
6013539	2	1	2	1	2		3	5																																						60135391	5317.22373616888
6013539	3	1	3	1	1						2	3			1		3	1		2	2	2	4	10	1	500	6000	2					2				2				1	2				60135391	5317.22373616888
6013539	4	1	4	1	1						1	1			1		3	1		2	2	2	4	10	1	500	6000	2					2				2				1	2				60135391	5317.22373616888
6013540	1	1	1	1	2		4	7																																						60135401	5222.3653799368
6013540	2	1	2	1	2		3	5																																						60135401	5222.3653799368
6013540	3	1	3	1	2	9	4	7																																						60135401	5222.3653799368
6013540	4	1	4	1	1						4	10		1	1		3	1		2	2	2	5	20	2			2					2				2				1	2				60135401	5222.3653799368
6013541	1	1	1	1	2		3	5																																						60135411	3416.64596325013
6013542	1	1	1	1	2		3	3																																						60135421	3344.91937077597
6013542	2	1	2	1	2		3	3																																						60135421	3344.91937077597
6013543	1	1	1	1	2	9	5	11		1																																				60135431	733.508241402761
6013543	2	1	2	1	2	9	5	11		1																																				60135431	733.508241402761
6013547	1	1	1	1	2		3	5																																						60135471	651.750455883786
6013547	2	1	2	2	2		3	1																																						60135471	651.750455883786
6013547	3	1	3	1	1						2	2			1		2	1		2	2	2	4	45	1	0	2000	2					2				2				1	2				60135471	651.750455883786
6013548	1	1	1	1	2		1																																							60135481	537.352879082014
6013548	2	1	2	1	1						3	6			1		2	1		2	2	2	6	15	1	0	2000	2					2				2				4					60135481	537.352879082014
6013549	1	1	1	1	2		3	5																																						60135491	602.952653328439
6013550	1	1	1	1	2		3	3																																						60135501	596.965385937217
6013551	1	1	1	1	2	9	4	6																																						60135511	682.60643023972
6013551	2	1	2	1	2	4	5	11		1																																				60135511	682.60643023972
6013552	1	1	1	1	2		4	6																																						60135521	1021.36107261795
6013552	2	1	2	1	1						3	7			1		2	1		2	2	2	1	30	1	0	1500	2					2				2				2		2	32	1	60135521	1021.36107261795
6013552	3	1	3	1	1						3	7			1		2	1		2	2	2	1	30	1	0	1500	2					2				2				2		2	32	1	60135521	1021.36107261795
6013552	4	1	4	1	1						2	2			1		2	1		2	2	2	1	30	1	0	1500	2					2				2				2		2	32	1	60135521	1021.36107261795
6013553	1	1	1	1	2		3	5																																						60135531	339.335134666105
6013554	1	1	1	1	2		5	11		1																																				60135541	815.9615671917
6013554	2	1	2	1	2	3	4	7																																						60135541	815.9615671917
6013554	3	1	3	1	1						2	5			1		2	1		2	2	2	4	60	2			2					2				2				1	2				60135541	815.9615671917
6013554	4	1	4	2	1						2	1			1		2	1		2	2	2	4	60	2			2					2				2				1	2				60135541	815.9615671917
6013555	1	1	1	1	2		5	10		1																																				60135551	697.001426823027
6013555	2	1	2	1	2		3	5																																						60135551	697.001426823027
6013555	3	1	3	1	1						3	9			1		2	1		2	2	2	1	30	1	0	1500	2					2				2				1	2				60135551	697.001426823027
6013556	1	1	1	1	2		3	5																																						60135561	678.01260876232
6013556	2	1	2	2	2		1																																							60135561	678.01260876232
6013556	3	1	3	1	1						3	8			1		2	1		2	2	2	4	5	1	0	1500	2					2				2				1	2				60135561	678.01260876232
6013557	1	1	1	1	2		3	5																																						60135571	659.777437180356
6013557	2	1	2	1	2		3	1																																						60135571	659.777437180356
6013557	3	1	3	1	1						3	8			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013557	4	1	4	1	1						3	6			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013557	5	1	5	1	1						2	5			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013557	6	1	6	1	1						2	5			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013557	7	1	7	1	1						2	4			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013557	8	1	8	1	1						2	2			1		2	1		2	2	2	4	7	1	0	500	2					2				2				1	2				60135571	659.777437180356
6013558	1	1	1	1	2	9	5	10		1																																				60135581	2698.45341899923
6013558	2	1	2	1	2	5	5	10		1																																				60135581	2698.45341899923
6013559	1	1	1	1	2		3	2																																						60135591	1825.18003627575
6013559	2	1	2	1	2		3	5																																						60135591	1825.18003627575
6013559	3	1	3	1	1						3	6			1		2	1		2	2	2	4	20	1	0	1500	2					2				2									60135591	1825.18003627575
6013560	1	1	1	1	2		3	4																																						60135601	614.500421048422
6013560	2	1	2	2	2		1																																							60135601	614.500421048422
6013560	3	1	3	1	2	6	3	4																																						60135601	614.500421048422
6013561	1	1	1	2	2		1																																							60135611	1618.93637273253
6013561	2	1	2	2	2		1																																							60135611	1618.93637273253
6013562	1	1	1	2	2		1																																							60135621	2431.64173065188
6013562	2	1	2	1	2		3	4																																						60135621	2431.64173065188
6013562	3	1	3	1	1						3	8			1		2	1		2	2	2	4	20	2			2					2				2				1	2				60135621	2431.64173065188
6013562	4	1	4	1	1						2	5			1		2	1		2	2	2	4	20	2			2					2				2				1	2				60135621	2431.64173065188
6013563	1	1	1	2	2		1																																							60135631	3438.33872324332
6013563	2	1	2	1	2		3	2																																						60135631	3438.33872324332
6013563	3	1	3	1	2	10	3	3																																						60135631	3438.33872324332
6013563	4	1	4	1	1						2	5			1		2	1		2	2	2	4	8	1	0	2000	2					2				2				1	2				60135631	3438.33872324332
6013563	5	1	5	1	1						2	3			1		2	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60135631	3438.33872324332
6013563	6	1	6	1	1						2	1			1		2	1		2	2	2	4	10	1	0	2000	2					2				2				1	2				60135631	3438.33872324332
6013563	7	1	7	2	1						1	3			1		2	1		2	2	2	4	8	1	0	3000	2					2				2				1	2				60135631	3438.33872324332
6013564	1	1	1	1	2		3	5																																						60135641	339.335134666105
6013565	1	1	1	1	1						5	1	0	1	1		1						1	20	2			2					2				2									60135651	726.506689730562
6013565	2	1	2	1	1						3	8			1		1	5		1	2	2	1	20	2			2					2				2									60135651	726.506689730562
6013566	1	1	1	1	2		5	11		1																																				60135661	711.633961865888
6013566	2	1	2	1	1						3	8			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	1				60135661	711.633961865888
6013566	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	1				60135661	711.633961865888
6013566	4	1	4	1	1						2	2			1		2	1		2	2	2	4	7	1	0	1000	2					2				2				1	1				60135661	711.633961865888
6013566	5	1	5	1	1						1	3			1		2	1		2	2	2	4	7	1	0	1000	2					2				2				1	1				60135661	711.633961865888
6013566	6	1	6	2	2		1																																							60135661	711.633961865888
6013566	7	1	7	1	2		3	4																																						60135661	711.633961865888
6013566	8	1	8	1	2		11	5	5	1																																				60135661	711.633961865888
6013567	1	1	1	1	1						3	9			1		1	1		1	2	2	1	30	2			2					2				2									60135671	784.291897461713
6013567	2	1	2	1	2	9	4	9																																						60135671	784.291897461713
6013567	3	1	3	1	1						2	2			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	1				60135671	784.291897461713
6013568	1	1	1	1	2	3	5	11		1																																				60135681	3190.47278655489
6013568	2	1	2	1	2	4	4	6																																						60135681	3190.47278655489
6013568	3	1	3	1	1						2	2			1		2	1		2	2	2	4	16	1	0	500	2					2				2				1	2				60135681	3190.47278655489
6013569	1	1	1	1	2		3	2																																						60135691	2217.30000490966
6013570	1	1	1	1	2		4	6																																						60135701	2420.78740756835
6013570	2	1	2	1	2	3	3	4																																						60135701	2420.78740756835
6013570	3	1	3	1	1						2	4			1		2	1		2	2	2	4	20	2			2					2				2				2		2	54	8	60135701	2420.78740756835
6013571	1	1	1	1	2		3	3																																						60135711	2588.86244248553
6013571	2	1	2	1	2		3	2																																						60135711	2588.86244248553
6013571	3	1	3	1	2	10	4	9																																						60135711	2588.86244248553
6013571	4	1	4	2	1						2	1			1		2	1		2	2	2	4	10	1	0	1200	2					2				2				1	2				60135711	2588.86244248553
6013575	1	1	1	1	2		3	5																																						60135751	405.825005873108
6013575	2	1	2	1	2	9	3	5																																						60135751	405.825005873108
6013575	3	1	3	1	1						4	11		1	1		2	1		2	2	2	5	5	1	0	3000	2					2				2				1	2				60135751	405.825005873108
6013576	1	1	1	1	2		3	3																																						60135761	270.563312043894
6013576	2	1	2	1	2		3	5																																						60135761	270.563312043894
6013576	3	1	3	1	2	3	9	4	4	1																																				60135761	270.563312043894
6013576	4	1	4	1	1						2	1			2	2	1	1		1	1	2	1	20	2			2					2				2				1	2				60135761	270.563312043894
6013576	5	1	5	1	2	10	4	8																																						60135761	270.563312043894
6013576	6	1	6	1	1						2	1			1		2	2		2	2	2	5	10	1	0	2000	2					2				2				1	2				60135761	270.563312043894
6013577	1	1	1	1	2	4	3	5																																						60135771	462.615052930783
6013577	2	1	2	1	1						3	6			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	1				60135771	462.615052930783
6013577	3	1	3	1	1						2	4			1		2	2		2	2	2	4	5	1	0	500	2					2				2				1	1				60135771	462.615052930783
6013577	4	1	4	1	1						2	2			1		2	2		2	2	2	4	5	1	0	500	2					2				2				1	1				60135771	462.615052930783
6013578	1	1	1	2	2		1																																							60135781	262.756727023771
6013578	2	1	2	1	2		3	4																																						60135781	262.756727023771
6013578	3	1	3	1	2	4	5	11		1																																				60135781	262.756727023771
6013578	4	1	4	1	1						2	5			1		2	2		2	2	2	4	5	1	0	2000	2					2				2				1	2				60135781	262.756727023771
6013578	5	1	5	2	2	7	1																																		1	2				60135781	262.756727023771
6013578	7	1	7	2	2		1																																							60135781	262.756727023771
6013579	1	1	1	1	2	9	3	4																																						60135791	436.407145231369
6013579	2	1	2	1	2	4	4	8																																						60135791	436.407145231369
6013579	3	1	3	1	1						3	6			1		2	1		2	2	2	4	15	1	0	1000	2					2				2				1	2				60135791	436.407145231369
6013580	1	1	1	1	2	2	5	11		1																																				60135801	473.230372180144
6013580	2	1	2	1	2		5	11		1																																				60135801	473.230372180144
6013580	3	1	3	1	1						3	9			1		2	1		2	2	2	4	5	1	0	1000	2					2				2				1	2				60135801	473.230372180144
6013581	1	1	1	1	2		3	5																																						60135811	331.446476612032
6013581	2	1	2	2	2		1																																							60135811	331.446476612032
6013582	1	1	1	1	2		3	5																																						60135821	284.387889587371
6013582	2	1	2	1	2	3	5	11		1																																				60135821	284.387889587371
6013583	1	1	1	2	2		1																																							60135831	368.426557727009
6013583	2	1	2	2	2		3	1																																						60135831	368.426557727009
6013584	1	1	1	1	2		3	1																																						60135841	368.426557727009
6013584	2	1	2	1	2		3	5																																						60135841	368.426557727009
6013585	1	1	1	2	2		1																																							60135851	446.45675010518
6013585	2	1	2	1	2		3	5																																						60135851	446.45675010518
6013585	3	1	3	2	1						2	1			1		2	2		2	2	2	5	15	1	0	1000	2					2				2				1	2				60135851	446.45675010518
6013585	4	1	4	1	2	3	6	1	1	1																																				60135851	446.45675010518
6013585	5	1	5	1	1						4	11		1	1		2	1		2	2	2	4	30	1	0	2000	2					2				2				4					60135851	446.45675010518
6013586	1	1	1	1	2		7	3	3	1																																				60135861	553.484211182503
6013586	2	1	2	1	2	10	3	4																																						60135861	553.484211182503
6013586	3	1	3	1	1						2	5			1		2	2		2	2	2	4	5	1	0	1500	2					2				2				1	2				60135861	553.484211182503
6013586	4	1	4	2	1						1	1			1		2	1		2	2	2	4	5	1	0	1500	2					2				2				1	2				60135861	553.484211182503
6013587	1	1	1	2	2		1																																							60135871	458.502961112069
6013588	1	1	1	2	2		3	2																																						60135881	368.426557727009
6013588	2	1	2	1	2		3	5																																						60135881	368.426557727009
6013589	1	1	1	1	2		3	4																																						60135891	496.275179266608
6013589	2	1	2	2	2		1																																							60135891	496.275179266608
6013589	3	1	3	1	1						4	10		1	1		2	1		2	2	2	4	5	1	0	2000	2					2				2				1	2				60135891	496.275179266608
6013589	4	1	4	1	1						2	2			1		2	2		2	2	2	4	5	1	0	2000	2					2				2				1	2				60135891	496.275179266608
6013590	1	1	1	1	2		3	4																																						60135901	577.039980577734
6013590	2	1	2	2	2		1																																							60135901	577.039980577734
6013590	3	1	3	2	2		1																																							60135901	577.039980577734
6013591	1	1	1	1	2		3	1																																						60135911	397.6264370916
6013591	2	1	2	1	2		3	3																																						60135911	397.6264370916
6013591	3	1	3	1	2	3	7	2	2	1																																				60135911	397.6264370916
6013591	4	1	4	1	1						4	11		1	1		2	1		2	2	2	4	10	1	0	1000	2					2				2									60135911	397.6264370916
6013591	5	1	5	1	1						3	9			1		2	1		2	2	2	4	5	1	0	2000	2					2				2				1	2				60135911	397.6264370916
6013591	6	1	6	1	1						3	7			1		2	1		2	2	2	4	15	1	0	2000	2					2				2				1	2				60135911	397.6264370916
6013591	7	1	7	1	2	3	5	11		1																																				60135911	397.6264370916
6013591	8	1	8	1	2	3	5	11		1																																				60135911	397.6264370916
6013591	9	1	9	1	1						1	3			1		1	1		2	2	2	1	20	2			2					2				2				1	7				60135911	397.6264370916
6013591	10	1	10	1	2	10	4	6																																						60135911	397.6264370916
6013592	1	1	1	1	2		3	4																																						60135921	379.617098173694
6013592	2	1	2	1	2		3	3																																						60135921	379.617098173694
6013592	3	1	3	1	1						3	7			1		2	1		2	2	2	4	20	1	0	2000	2					2				2				1	1				60135921	379.617098173694
6013593	1	1	1	1	2	9	5	11		1																																				60135931	249.507473057274
6013593	2	1	2	2	2		1																																							60135931	249.507473057274
6013593	3	1	3	1	1						2	2			1		1	1		2	2	1	6	5	2			2					2				2				1	2				60135931	249.507473057274
6013593	4	1	4	1	1						2	1			1		1	1		2	2	1	6	5	2			2					2				2				1	2				60135931	249.507473057274
6013594	1	1	1	1	1						3	9			1		1	5		2	2	2	4	5	2			2					2				2									60135941	395.98942161172
6013594	2	1	2	2	2		1																																							60135941	395.98942161172
6013594	3	1	3	1	1						2	5			1		1	1		2	2	2	4	10	1	0	200	2					1	30000	2	4	2				1	1				60135941	395.98942161172
6013594	4	1	4	1	1						2	1			1		1	1		2	2	2	4	10	1	0	1000	2					1	180000	2	4	2				1	1				60135941	395.98942161172
6013595	1	1	1	1	2	2	7	2	2	5																																				60135951	354.972424275061
6013595	2	1	2	1	2	2	7	2	2	5																																				60135951	354.972424275061
6013595	3	1	3	1	2	10	3	5																																						60135951	354.972424275061
6013596	1	1	1	1	2	9	5	10		4																																				60135961	335.126305547754
6013596	2	1	2	1	2	10	4	6																																						60135961	335.126305547754
6013596	3	1	3	2	2	11	3	2																																	1	2				60135961	335.126305547754
6013596	4	1	4	2	1						1	1			1		1	1		2	2	2	4	10	1	0	15000	2					1	208000	2	4	2				1	2				60135961	335.126305547754
6013597	1	1	1	1	2		5	11		1																																				60135971	252.320312338281
6013597	2	1	2	1	1						3	6			1		1	1		2	2	1	4	5	1	0	2000	2					2				2				1	1				60135971	252.320312338281
6013597	3	1	3	1	1						2	3			1		1	1		2	2	1	4	5	1	0	2000	2					2				2				1	1				60135971	252.320312338281
6013599	1	1	1	2	2		1																																							60135991	318.704261591684
6013599	2	1	2	2	1						2	1			1		1	1		2	2	2	4	15	1	0	1000	2					1	45000	2	4	2				1	1				60135991	318.704261591684
6013600	1	1	1	1	2		3	5																																						60136001	765.081329441537
6013600	2	1	2	1	2		7	2	2	1																																				60136001	765.081329441537
6013602	1	1	1	1	2		3	5																																						60136021	2057.18291165049
6013602	2	1	2	1	2	8	3	5																																						60136021	2057.18291165049
6013602	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	0	500	2					2				2				1	2				60136021	2057.18291165049
6013603	1	1	1	1	2		3	5																																						60136031	1270.72884323399
6013603	2	1	2	1	2	2	5	11		1																																				60136031	1270.72884323399
6013604	1	1	1	1	1						5	1	12	4	1		2						6	40	2			2					2				2									60136041	765.081329441537
6013605	1	1	1	1	2	9	4	6																																						60136051	2528.74017323421
6013605	2	1	2	1	1						4	11		3	1		1	1		2	2	2	4	15	2			2					2				2									60136051	2528.74017323421
6013606	1	1	1	2	2	10	1																																							60136061	2072.55265518319
6013606	2	1	2	2	1						2	1			1		1	1		2	2	1	4	5	2			2					2				2				1	1				60136061	2072.55265518319
6013606	3	1	3	2	1						1	1			1		1	1		2	2	1	4	5	2			2					2				2				1	1				60136061	2072.55265518319
6013607	1	1	1	2	2		1																																							60136071	8068.52396072419
6013607	2	1	2	1	2		3	5																																						60136071	8068.52396072419
6013607	3	1	3	1	2	5	4	6																																	4					60136071	8068.52396072419
6013607	4	1	4	2	1						2	2			1		2	1		2	2	2	4	5	2			2					1	30000	2	4	2				1	2				60136071	8068.52396072419
6013608	1	1	1	1	2		5	10		1																																				60136081	2356.619133977
6013608	2	1	2	1	2		3	5																																						60136081	2356.619133977
6013609	1	1	1	1	2		3	5																																						60136091	2714.58823632604
6013609	2	1	2	1	2	3	3	5																																	4					60136091	2714.58823632604
6013610	1	1	1	1	2		1																																							60136101	1353.10278620913
6013610	2	1	2	2	2		1																																							60136101	1353.10278620913
6013611	1	1	1	1	2		3	5																																						60136111	4233.63054715873
6013611	2	1	2	1	2	3	5	11		1																																				60136111	4233.63054715873
6013611	3	1	3	1	1						2	5			1		2	1		2	2	2	4	5	1	0	300	2					1	40000	2	4	2				1	2				60136111	4233.63054715873
6013611	4	1	4	1	1						2	4			1		2	1		2	2	2	4	5	1	0	500	2					1	40000	2	4	2				1	2				60136111	4233.63054715873
6013611	5	1	5	2	2	1	1																																		1	2				60136111	4233.63054715873
6013612	1	1	1	1	2	9	4	7																																						60136121	2371.67468963973
6013612	2	1	2	1	2	10	4	6																																						60136121	2371.67468963973
6013613	1	1	1	1	2		4	9																																						60136131	2427.0448541817
6013613	2	1	2	1	1						2	5			1		1	1		2	2	1	4	5	1	0	1000	2					2				2				1	3				60136131	2427.0448541817
6013613	3	1	3	1	1						2	4			1		2	1		2	2	1	4	5	1	0	1000	2					2				2				1	2				60136131	2427.0448541817
6013613	4	1	4	1	2	5	4	9																																						60136131	2427.0448541817
6013613	6	1	6	1	2	5	4	8																																						60136131	2427.0448541817
6013613	8	1	8	1	2	10	3	5																																	4					60136131	2427.0448541817
6013614	1	1	1	2	2		3	1																																						60136141	4567.75550742793
6013614	2	1	2	1	2	3	4	6																																						60136141	4567.75550742793
6013614	3	1	3	1	2	10	3	3																																	1	2				60136141	4567.75550742793
6013614	4	1	4	1	1						2	5			1		2	1		2	2	2	4	5	1	0	300	2					2				2				1	2				60136141	4567.75550742793
6013615	1	1	1	1	2		5	11		1																																				60136151	765.081329441537
6013615	2	1	2	2	2	1	1																																		1	1				60136151	765.081329441537
6013616	1	1	1	1	2	1	3	5																																						60136161	1270.72884323399
6013616	2	1	2	1	2		6	1	1	1																																				60136161	1270.72884323399
6013617	1	1	1	1	2	16	7	2	8	5																																				60136171	765.081329441537
6013617	2	1	2	1	1						2	1			1		2	1		2	2	2	4	5	1	0	5000	2					1	30000	2	4	2				2		2	30	6	60136171	765.081329441537
6013619	1	1	1	1	2		3	5																																						60136191	606.908368571216
6013619	2	1	2	1	2		11	5	11	1																																				60136191	606.908368571216
6013619	3	1	3	1	1						3	9			1		2	1		2	2	2	4	5	1	0	600	2					1	80000	2	4	2				1	2				60136191	606.908368571216
6013619	4	1	4	1	1						2	3			1		2	1		2	2	2	4	5	1	0	400	2					2				2				1	2				60136191	606.908368571216
6013622	1	1	1	1	2		11	5	5	1																																				60136221	225.713648915703
6013622	2	1	2	1	1						3	8			1		2	1		2	2	1	4	5	2			2					2				2				1	1				60136221	225.713648915703
6013623	1	1	1	2	2		1																																							60136231	825.157424544791
6013623	2	1	2	1	1						3	8			1		2	1		2	2	2	4	5	1	0	2000	2					2				2				1	1				60136231	825.157424544791
6013624	1	1	1	2	2		1																																							60136241	902.85459566281
6013624	2	1	2	2	1						2	1			1		2	1		2	2	1	4	5	2			2					2				2				4					60136241	902.85459566281
6013625	1	1	1	2	2		1																																							60136251	467.673370250376
6013626	1	1	1	1	2		5	11		1																																				60136261	225.713648915703
6013626	2	1	2	1	1						3	9			1		2	1		2	2	1	4	5	2			2					2				2				1	1				60136261	225.713648915703
6013627	1	1	1	1	2		5	11		1																																				60136271	753.137479243703
6013627	2	1	2	1	2	2	5	11		1																																				60136271	753.137479243703
6013627	3	1	3	1	1						2	4			1		2	1		2	2	1	4	5	1	0	2000	2					2				2				1	1				60136271	753.137479243703
6013628	1	1	1	1	2		5	11		1																																				60136281	448.305728728729
6013628	2	1	2	1	2	5	3	5																																						60136281	448.305728728729
6013629	1	1	1	1	2		3	4																																						60136291	566.023726723197
6013629	2	1	2	1	2	9	4	7																																						60136291	566.023726723197
6013629	3	1	3	1	1						3	6			1		1	1		2	2	2	4	15	1	0	1000	2					1	83000	2	4	2				1	2				60136291	566.023726723197
6013629	4	1	4	1	1						2	5			1		1	1		2	2	2	4	10	1	0	1000	2					1	30000	2	4	2				1	2				60136291	566.023726723197
6013629	5	1	5	1	1						2	4			1		1	1		2	2	2	4	10	1	0	1000	2					1	30000	2	4	2				1	2				60136291	566.023726723197
6013629	6	1	6	2	1						2	1			1		1	1		2	2	2	4	10	1	0	1000	2					1	30000	2	4	2				1	2				60136291	566.023726723197
6013629	7	1	7	1	1						2	1			1		1	1		2	2	2	4	10	1	0	1000	2					2				2				1	2				60136291	566.023726723197
6013629	8	1	8	2	1						1	1			1		1	1		2	2	2	4	10	1	0	1000	2					2				2				1	2				60136291	566.023726723197
