DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5095	P5100	P5120	P8692	P8692S1A1	P8692S2	P5110	P5130	P5140	P5160	P5160S1	P5160S1A1	P5160S2	P5160S2A1	LLAVEHOG	FEX_C
5019009	1	1	591	1	4							300000		2					50190091	51.293616948502
5019010	1	1	591	1	1		1	1	1		20000000	100000		2					50190101	129.473293629392
5019011	1	1	591	1	4							500000		2					50190111	124.999705422919
5019013	1	1	591	1	4							100000		2					50190131	196.740058749563
5019014	1	1	591	1	1		1	1	1		30000000	200000		2					50190141	51.293616948502
5019016	1	1	591	1	1		1	1	1		20000000	70000		2					50190161	67.0801409369043
5019017	1	1	591	1	1		1	1	1		99	130000		2					50190171	66.5165098749738
5019018	1	1	591	1	1		1	1	1		20000000	200000		1	2		1	8000000	50190181	80.0388441198644
5019019	1	1	591	1	1		2				30000000	80000		2					50190191	134.663392082747
5019020	1	1	591	1	4							300000		2					50190201	91.8748449684133
5019022	1	1	591	1	3								70000	2					50190221	158.594152859519
5019024	1	1	591	1	1		1	1	1		20000000	100000		2					50190241	80.0388441198644
5019025	1	1	591	1	1		2				10000000	80000		2					50190251	66.5165098749738
5019026	1	1	591	1	1		1	1	1		20000000	150000		2					50190261	66.5165098749738
5019027	1	1	591	1	3								250000	2					50190271	205.174467794008
5019028	1	1	591	1	4							150000		2					50190281	148.930466199691
5019029	1	1	591	1	1		1	1	1		10000000	250000		2					50190291	74.6062597064859
5019030	1	1	591	1	3								200000	2					50190301	1147.0938990522
5019031	1	1	591	1	3								200000	2					50190311	1147.0938990522
5019032	1	1	591	1	1		1	1	1		120000000	600000		2					50190321	695.674201344294
5019033	1	1	591	1	1		1	1	1		99	99		2					50190331	823.591051759983
5019034	1	1	591	1	1		1	1	1		120000000	600000		2					50190341	958.405903153414
5019035	1	1	591	1	1		1	1	1		99	99		2					50190351	895.151195716965
5019036	1	1	591	1	3								450000	2					50190361	881.127229007349
5019039	1	1	591	1	3								400000	2					50190391	1144.0362631631
5019040	1	1	591	1	3								500000	2					50190401	700.24772496724
5019041	1	1	591	1	4							99		2					50190411	1147.0938990522
5019044	1	1	591	1	3								500000	2					50190441	86.3955691400248
5019045	1	1	591	1	1		1	3			4500000	100000		2					50190451	53.9247336233833
5019046	1	1	591	1	1		1	1	2		25000000	150000		2					50190461	86.701019634709
5019047	1	1	591	1	1		1	1	1		20000000	200000		2					50190471	65.7607344719322
5019049	1	1	591	1	3								100000	2					50190491	51.293616948502
5019050	1	1	591	1	1		1	1	1		99	100000		2					50190501	83.2376379078362
5019051	1	1	591	1	1		1	1	1		20000000	150000		2					50190511	51.293616948502
5019052	1	1	591	1	4							300000		2					50190521	148.930466199691
5019053	1	1	591	1	1		1	1	1		30000000	80000		2					50190531	137.094465351142
5019055	1	1	591	1	1		1	1	1		99	99		2					50190551	51.293616948502
5019056	1	1	591	1	4							200000		2					50190561	134.663392082747
5019057	1	1	591	1	1		1	1	1		60000000	200000		2					50190571	89.702530779692
5019058	1	1	591	1	1		1	1	1		10000000	100000		2					50190581	66.5165098749738
5019059	1	1	591	1	1		1	1	1		99	200000		2					50190591	101.734326173255
5019060	1	1	591	1	1		1	1	1		25000000	60000		2					50190601	51.293616948502
5019061	1	1	591	1	1		1	1	1		30000000	100000		2					50190611	66.5165098749738
5019062	1	1	591	1	1		1	2		2	30000000	200000		2					50190621	55.804120946383
5019063	1	1	591	1	1		1	1	1		20000000	100000		2					50190631	92.6306203714548
5019064	1	1	591	1	1		1	1	1		30000000	80000		2					50190641	51.293616948502
5019065	1	1	591	1	1		1	1	1		60000000	200000		2					50190651	134.618188765712
5019066	1	1	591	1	1		1	1	1		120000000	500000		2					50190661	924.517422049961
5019067	1	1	591	1	1		1	1	1		80000000	500000		2					50190671	876.553705384403
5019068	1	1	591	1	3								300000	2					50190681	1100.64607012049
5019069	1	1	591	1	3								350000	2					50190691	1053.43188861873
5019070	1	1	591	1	3								400000	2					50190701	966.214395012088
5019071	1	1	591	1	3								350000	2					50190711	1078.24269411156
5019072	1	1	591	1	3								300000	2					50190721	966.214395012088
5019073	1	1	591	1	1		1	1	1		400000000	500000		2					50190731	895.151195716965
5019074	1	1	591	1	1		1	1	1		600000000	500000		2					50190741	876.553705384403
5019075	1	1	591	1	3								500000	2					50190751	1105.39692609007
5019076	1	1	591	1	1		1	1	2		200000000	2000000		2					50190761	966.214395012088
5019077	1	1	591	1	1		1	1	1		150000000	1800000		2					50190771	966.214395012088
5019078	1	1	591	1	3								200000	2					50190781	402.3451721866
5019079	1	1	591	1	3								250000	2					50190791	437.958905408613
5019080	1	1	591	1	3								400000	2					50190801	334.667023910785
5019083	1	1	591	1	3								320000	2					50190831	334.667023910785
5019089	1	1	591	1	4							700000		2					50190891	343.513685825339
5019090	1	1	591	1	4							250000		2					50190901	477.603591229263
5019092	1	1	591	1	1		2				20000000	200000		2					50190921	336.413189069035
5019093	1	1	591	1	1		2				40000000	400000		2					50190931	497.297476344303
5019094	1	1	591	1	1		1	1	1		300000000	1500000		2					50190941	368.899354428773
5019095	1	1	591	1	1		1	1	1		300000000	1500000		2					50190951	305.194135046987
5019096	1	1	591	1	2	600000	2				100000000	600000		2					50190961	318.533174363305
5019097	1	1	591	1	1		2				150000000	800000		2					50190971	495.551311186053
5019098	1	1	591	1	1		1	1	1		330000000	1500000		2					50190981	426.424054955153
5019099	1	1	591	1	4							300000		2					50190991	511.903626998311
5019100	1	1	591	1	1		1	1	2		300000000	1500000		2					50191001	341.767520667089
5019101	1	1	591	1	3								200000	2					50191011	463.097150649428
5019102	1	1	591	1	3								200000	2					50191021	289.274286940014
5019103	1	1	591	1	3								160000	2					50191031	387.592725343145
5019104	1	1	591	1	4							200000		2					50191041	445.059402164917
5019105	1	1	591	1	1		2				12000000	100000		2					50191051	487.971040419206
5019112	1	1	591	1	3								1000000	2					50191121	2045.16148398441
5019113	1	1	591	1	1		1	3			99	700000		2					50191131	1553.65156065359
5019114	1	1	591	1	3								500000	2					50191141	1829.25324280877
5019115	1	1	591	1	3								750000	2					50191151	2151.95358782883
5019116	1	1	591	1	1		1	1	4		200000000	600000		2					50191161	1724.02258936165
5019121	1	1	591	1	3								450000	2					50191211	1787.89047656134
5019122	1	1	591	1	3								500000	2					50191221	2107.917278185
5019124	1	1	591	1	3								800000	2					50191241	959.4717376853
5019125	1	1	591	1	3								530000	2					50191251	1844.22119165595
5019126	1	1	591	1	1		1	1	1		80000000	400000		2					50191261	868.461331783119
5019127	1	1	591	1	1		2				100000000	700000		2					50191271	1141.54042431909
5019128	1	1	591	1	3								350000	2					50191281	1040.02003492765
5019129	1	1	591	1	3								480000	2					50191291	1367.07961357441
5019130	1	1	591	1	1		1	2		2	150000000	800000		2					50191301	317.684105743628
5019131	1	1	591	1	1		1	1	1		30000000	250000		2					50191311	700.402095758065
5019133	1	1	591	1	1		1	1	1		99	99		2					50191331	317.684105743628
5019134	1	1	591	1	4							1000000		2					50191341	647.239264715645
5019135	1	1	591	1	3								300000	2					50191351	1350.46200520087
5019137	1	1	591	1	1		2				50000000	350000		2					50191371	1191.77503368637
5019138	1	1	591	1	1		1	1	1		30000000	350000		2					50191381	1224.15664052607
5019139	1	1	591	1	4							250000		2					50191391	676.632272795907
5019140	1	1	591	1	1		1	2		2	50000000	300000		2					50191401	1136.68718919451
5019141	1	1	591	1	1		1	1	1		50000000	400000		2					50191411	1326.90772019812
5019142	1	1	591	1	3								420000	2					50191421	1289.54484246087
5019143	1	1	591	1	3								350000	2					50191431	1525.87676956141
5019143	2	1	591	2	3								220000	2					50191432	1525.87676956141
5019143	3	1	591	3	3								200000	2					50191433	1525.87676956141
5019145	1	1	591	1	3								400000	2					50191451	974.445244927949
5019146	1	1	591	1	4							99		2					50191461	671.009087677802
5019148	1	1	591	1	1		1	1	1		99	99		2					50191481	703.343090841686
5019149	1	1	591	1	4							150000		2					50191491	908.979319959055
5019150	1	1	591	1	1		2				40000000	500000		2					50191501	317.684105743628
5019152	1	1	591	1	5							100000		2					50191521	699.380571992038
5019154	1	1	591	1	5							99		2					50191541	487.612818087363
5019155	1	1	591	1	1		2				3000000	150000		2					50191551	778.745881411036
5019156	1	1	591	1	1		1	1	1		99	99		2					50191561	1122.91607980139
5019157	1	1	591	1	1		2				99	99		2					50191571	317.684105743628
5019158	1	1	591	1	1		2				2000000	150000		2					50191581	831.908712453457
5019159	1	1	591	1	4							50000		2					50191591	517.005826167626
5019160	1	1	591	1	1		1	1	1		99	99		2					50191601	317.684105743628
5019161	1	1	591	1	4							50000		2					50191611	801.242526225821
5019168	1	1	591	1	1		1	1	2		30000000	500000		2					50191681	595.241453095424
5019170	1	1	591	1	1		2				10000000	150000		2					50191701	679.649319890411
5019172	1	1	591	1	1		2				25000000	300000		2					50191721	688.648514111539
5019173	1	1	591	1	1		1	1	5		30000000	200000		2					50191731	949.07392179513
5019174	1	1	591	1	1		2				7000000	150000		2					50191741	805.463518889468
5019175	1	1	591	1	1		1	1	2		20000000	150000		2					50191751	864.380568589364
5019176	1	1	591	1	1		2				27000000	300000		2					50191761	848.44667764092
5019177	1	1	591	1	1		1	1	1		40000000	200000		2					50191771	464.59729837915
5019178	1	1	591	1	1		2				99	99		2					50191781	514.434947876104
5019179	1	1	591	1	1		2				50000000	200000		2					50191791	258.641331589326
5019180	1	1	591	1	1		2				99	150000		2					50191801	219.960027333275
5019181	1	1	591	1	1		2				99	99		2					50191811	651.217652344889
5019182	1	1	591	1	1		1	1	1		50000000	200000		2					50191821	219.960027333275
5019183	1	1	591	1	3								150000	2					50191831	237.408493562858
5019184	1	1	591	1	1		1	1	2		70000000	300000		2					50191841	337.616288808315
5019185	1	1	591	1	1		1	1	2		40000000	250000		2					50191851	852.010173508965
5019186	1	1	591	1	1		1	2		2	50000000	300000		2					50191861	906.619432314568
5019188	1	1	591	1	1		2				22000000	180000		2					50191881	881.432477469721
5019189	1	1	591	1	1		2				20000000	200000		2					50191891	864.286161321075
5019190	1	1	591	1	1		2				25000000	250000		2					50191901	729.851167420248
5019191	1	1	591	1	4							300000		2					50191911	735.415600003119
5019192	1	1	591	1	1		2				99	100000		2					50191921	844.045566241589
5019193	1	1	591	1	1		2				50000000	200000		2					50191931	837.490763193342
5019194	1	1	591	1	1		1	1	1		60000000	300000		2					50191941	805.463518889468
5019195	1	1	591	1	3								300000	2					50191951	727.450992735744
5019197	1	1	591	1	3								300000	2					50191971	806.206319556006
5019198	1	1	591	1	1		2				5000000	50000		2					50191981	828.111675293145
5019199	1	1	591	1	1		2				30000000	250000		2					50191991	788.317202740822
5019200	1	1	591	1	1		2				14000000	100000		2					50192001	781.18512699458
5019201	1	1	591	1	3								150000	2					50192011	830.104817771825
5019202	1	1	591	1	3								200000	2					50192021	828.111675293145
5019203	1	1	591	1	3								200000	2					50192031	863.095294014319
5019204	1	1	591	1	1		1	1	1		20000000	200000		2					50192041	828.111675293145
5019205	1	1	591	1	5							250000		2					50192051	680.683906844163
5019206	1	1	591	1	1		1	1	1		40000000	200000		2					50192061	797.119017943024
5019207	1	1	591	1	1		1	1	1		60000000	300000		2					50192071	695.583210838855
5019208	1	1	591	1	1		1	1	1		99	99		2					50192081	964.881788739781
5019209	1	1	591	1	1		2				20000000	200000		2					50192091	665.466466893031
5019210	1	1	591	1	1		1	1	1		50000000	300000		2					50192101	688.736621503392
5019211	1	1	591	1	1		2				20000000	200000		2					50192111	219.960027333275
5019212	1	1	591	1	1		1	1	1		99	99		2					50192121	735.954956089173
5019213	1	1	591	1	3								150000	2					50192131	337.616288808315
5019215	1	1	591	1	1		2				15000000	120000		2					50192151	494.083640574758
5019216	1	1	591	1	4							200000		2					50192161	219.960027333275
5019217	1	1	591	1	1		1	1	1		70000000	300000		2					50192171	703.9277117853
5019218	1	1	591	1	5							200000		2					50192181	898.654825047193
5019219	1	1	591	1	1		1	1	1		100000000	400000		2					50192191	765.085473762714
5019220	1	1	591	1	5							200000		2					50192201	703.9277117853
5019221	1	1	591	1	1		2				8000000	150000		2					50192211	337.616288808315
5019223	1	1	591	1	1		1	1	1		120000000	600000		2					50192231	721.722421332194
5019225	1	1	591	1	1		2				20000000	200000		2					50192251	448.13940573065
5019226	1	1	591	1	1		1	1	1		50000000	200000		2					50192261	226.784802317242
5019229	1	1	591	1	3								500000	2					50192291	651.547089294186
5019230	1	1	591	1	1		1	1	1		80000000	300000		2					50192301	764.038810845933
5019231	1	1	591	1	3								300000	2					50192311	929.488019990329
5019232	1	1	591	1	1		2				99	200000		2					50192321	735.954956089173
5019233	1	1	591	1	4							200000		2					50192331	427.788098429304
5019234	1	1	591	1	5							200000		2					50192341	298.894937225303
5019235	1	1	591	1	4							200000		2					50192351	686.6993049195
5019238	1	1	591	1	4							200000		2					50192381	574.413126546918
5019239	1	1	591	1	4							500000		2					50192391	219.960027333275
5019240	1	1	591	1	4							300000		2					50192401	298.894937225303
5019241	1	1	591	1	4							300000		2					50192411	386.970776233513
5019242	1	1	591	1	3								150000	2					50192421	1100.69185230178
5019245	1	1	591	1	1		1	1	1		15000000	150000		2					50192451	781.18512699458
5019247	1	1	591	1	1		1	1	1		50000000	200000		2					50192471	523.535829665326
5019248	1	1	591	1	1		1	1	1		99	300000		2					50192481	579.895360679453
5019249	1	1	591	1	1		2				30000000	80000		2					50192491	823.259722796073
5019250	1	1	591	1	1		1	1	1		80000000	200000		2					50192501	347.458612457144
5019251	1	1	591	1	1		1	1	1		99	99		2					50192511	347.458612457144
5019252	1	1	591	1	1		1	1	1		50000000	200000		2					50192521	437.630422078133
5019253	1	1	591	1	1		2				15000000	100000		2					50192531	548.153539000468
5019254	1	1	591	1	1		1	1	1		60000000	200000		2					50192541	219.960027333275
5019255	1	1	591	1	4							100000		2					50192551	830.104817771825
5019256	1	1	591	1	1		2				8000000	150000		2					50192561	873.467870202346
5019257	1	1	591	1	1		2				15000000	100000		2					50192571	1099.69518195997
5019258	1	1	591	1	1		2				99	99		2					50192581	524.94393152862
5019259	1	1	591	1	3								200000	2					50192591	219.960027333275
5019260	1	1	591	1	1		1	1	2		60000000	300000		2					50192601	664.584936167908
5019261	1	1	591	1	1		1	2		2	60000000	300000		2					50192611	337.616288808315
5019262	1	1	591	1	1		1	1	1		80000000	300000		2					50192621	219.960027333275
5019263	1	1	591	1	1		2				50000000	200000		2					50192631	982.969778933601
5019264	1	1	591	1	1		2				8000000	200000		2					50192641	857.60622282734
5019265	1	1	591	1	4							100000		2					50192651	735.954956089173
5019266	1	1	591	1	1		2				20000000	150000		2					50192661	310.649412507298
5019268	1	1	591	1	1		2				20000000	150000		2					50192681	493.282664337694
5019269	1	1	591	1	1		2				10000000	100000		2					50192691	576.001946026608
5019270	1	1	591	1	1		2				30000000	100000		2					50192701	274.217693512703
5019272	1	1	591	1	1		1	1	1		60000000	300000		2					50192721	488.842020333341
5019273	1	1	591	1	3								100000	2					50192731	721.038154664533
5019274	1	1	591	1	1		1	1	2		40000000	200000		2					50192741	867.663182782147
5019276	1	1	591	1	1		2				10000000	50000		2					50192761	219.960027333275
5019277	1	1	591	1	1		2				99	99		2					50192771	788.121540052612
5019280	1	1	591	1	1		2				99	99		2					50192801	705.287550770599
5019281	1	1	591	1	4							200000		2					50192811	323.572180937902
5019284	1	1	591	1	1		2				99	99		2					50192841	219.960027333275
5019285	1	1	591	1	1		2				50000000	200000		2					50192851	274.217693512703
5019287	1	1	591	1	1		2				15000000	150000		2					50192871	449.020936455773
5019288	1	1	591	1	1		2				20000000	200000		2					50192881	357.96759610966
5019289	1	1	591	1	1		2				20000000	200000		2					50192891	484.241316925929
5019291	1	1	591	1	1		2				26000000	120000		2					50192911	219.960027333275
5019292	1	1	591	1	1		2				15000000	150000		2					50192921	440.040723526985
5019293	1	1	591	1	3								200000	2					50192931	719.536365318741
5019294	1	1	591	1	1		2				20000000	150000		2					50192941	342.391234186283
5019295	1	1	591	1	3								150000	2					50192951	464.59729837915
5019296	1	1	591	1	3								130000	2					50192961	464.59729837915
5019297	1	1	591	1	3								100000	2					50192971	594.764433848264
5019297	2	1	591	2	3								100000	2					50192972	594.764433848264
5019302	1	1	591	1	3								150000	2					50193021	746.910870536751
5019308	1	1	591	1	1		1	1	1		200000000	700000		2					50193081	1730.30137227276
5019309	1	1	591	1	3								350000	2					50193091	1710.4047266579
5019310	1	1	591	1	1		1	1	1		50000000	700000		2					50193101	1561.14627244168
5019311	1	1	591	1	1		1	1	1		150000000	600000		2					50193111	1780.52837359665
5019312	1	1	591	1	1		1	1	1		150000000	700000		2					50193121	2004.94303818579
5019314	1	1	591	1	1		1	2		2	100000000	500000		2					50193141	1681.14777778646
5019315	1	1	591	1	1		1	2		2	99	99		2					50193151	1834.95288929696
5019316	1	1	591	1	2	400000	1	1	1		70000000	500000		2					50193161	1646.26052577602
5019317	1	1	591	1	3								600000	2					50193171	1745.29197866835
5019318	1	1	591	1	3								600000	2					50193181	1965.33938617787
5019319	1	1	591	1	1		2				30000000	350000		2					50193191	1944.88689294439
5019320	1	1	591	1	3								600000	2					50193201	1782.63040268524
5019321	1	1	591	1	3								450000	2					50193211	1909.99964093395
5019324	1	1	591	1	2	350000	2				80000000	400000		2					50193241	1655.25789253616
5019325	1	1	591	1	1		1	2		2	200000000	700000		2					50193251	1765.1886242832
5019326	1	1	591	1	1		2				20000000	200000		2					50193261	1390.96648433105
5019327	1	1	591	1	4							200000		2					50193271	207.93841907811
5019328	1	1	591	1	1		1	1	2		50000000	350000		2					50193281	316.542628468503
5019330	1	1	591	1	1		2				99	99		2					50193301	168.89201647893
5019331	1	1	591	1	4							250000		2					50193311	217.830743530222
5019332	1	1	591	1	4							250000		2					50193321	235.379091338887
5019335	1	1	591	1	1		1	1	1		100000000	400000		2					50193351	106.91774855821
5019336	1	1	591	1	2	99	2				80000000	350000		2					50193361	252.625945025871
5019338	1	1	591	1	1		1	3			500000000	5000000		2					50193381	106.91774855821
5019340	1	1	591	1	4							50000		2					50193401	279.638124521131
5019341	1	1	591	1	4							150000		2					50193411	235.379091338887
5019343	1	1	591	1	3								600000	2					50193431	1632.89628133627
5019344	1	1	591	1	3								550000	2					50193441	1965.33938617787
5019345	1	1	591	1	1		1	1	1		200000000	1000000		2					50193451	1909.99964093395
5019346	1	1	591	1	1		1	2		2	150000000	800000		2					50193461	1780.17923067879
5019347	1	1	591	1	3								700000	2					50193471	1857.67388242184
5019348	1	1	591	1	3								550000	2					50193481	1965.33938617787
5019349	1	1	591	1	3								500000	2					50193491	1965.33938617787
5019350	1	1	591	1	1		2				99	99		2					50193501	133.291210956166
5019351	1	1	591	1	1		2				99	99		2					50193511	262.518269477982
5019352	1	1	591	1	1		1	1	1		60000000	200000		2					50193521	106.91774855821
5019353	1	1	591	1	1		1	1	1		99	99		2					50193531	373.043244034361
5019354	1	1	591	1	1		1	1	1		80000000	200000		2					50193541	227.723067982334
5019355	1	1	591	1	1		2				99	30000		2					50193551	171.224673334584
5019356	1	1	591	1	1		1	1	1		80000000	300000		2					50193561	315.38414881579
5019357	1	1	591	1	1		1	1	1		3000000	40000		2					50193571	225.830564449158
5019358	1	1	591	1	1		1	1	1		70000000	200000		2					50193581	168.89201647893
5019360	1	1	591	1	1		1	1	3		250000000	1000000		2					50193601	1066.26755979732
5019361	1	1	591	1	1		2				20000000	400000		2					50193611	1802.5270483001
5019362	1	1	591	1	1		2				15000000	300000		2					50193621	1797.61773718045
5019363	1	1	591	1	1		2				100000000	300000		2					50193631	1797.61773718045
5019364	1	1	591	1	5							500000		2					50193641	1356.4386142456
5019366	1	1	591	1	1		1	3			480000000	600000		2					50193661	1883.27404455483
5019367	1	1	591	1	1		1	1	1		100000000	600000		2					50193671	1084.53784345634
5019368	1	1	591	1	3								400000	2					50193681	1710.4047266579
5019369	1	1	591	1	3								550000	2					50193691	1777.91400268777
5019370	1	1	591	1	1		1	3			99	500000		2					50193701	1985.23603179273
5019371	1	1	591	1	1		1	1	2		120000000	900000		2					50193711	1578.11238371097
5019372	1	1	591	1	3								500000	2					50193721	1965.33938617787
5019373	1	1	591	1	3								550000	2					50193731	1488.09209115735
5019377	1	1	591	1	4							500000		2					50193771	821.215273816447
5019378	1	1	591	1	1		1	1	1		15000000	100000		2					50193781	971.145781022154
5019379	1	1	591	1	1		1	1	1		50000000	50000		2					50193791	736.741765162554
5019383	1	1	591	1	1		1	1	1		40000000	200000		2					50193831	121.786551568286
5019384	1	1	591	1	1		1	2		2	30000000	250000		2					50193841	99.2771956102767
5019385	1	1	591	1	4							200000		2					50193851	259.256761406495
5019387	1	1	591	1	1		2				5000000	100000		2					50193871	193.078729996546
5019388	1	1	591	1	1		1	1	2		50000000	200000		2					50193881	1125.28424930811
5019389	1	1	591	1	1		2				30000000	200000		2					50193891	152.380406347441
5019391	1	1	591	1	1		1	1	1		10000000	100000		2					50193911	104.309979838384
5019392	1	1	591	1	3								255000	2					50193921	1062.54554457808
5019393	1	1	591	1	1		1	2		2	60000000	300000		2					50193931	1110.86488658563
5019396	1	1	591	1	1		1	1	1		70000000	500000		2					50193961	1248.70646202085
5019398	1	1	591	1	1		2				50000000	100000		2					50193981	99.2771956102767
5019399	1	1	591	1	3								350000	2					50193991	1552.48450133597
5019400	1	1	591	1	4							100000		2					50194001	202.264129454691
5019402	1	1	591	1	1		1	1	1		10000000	150000		2					50194021	167.960536441398
5019403	1	1	591	1	1		1	1	1		150000000	350000		2					50194031	1348.18987027954
5019404	1	1	591	1	3								500000	2					50194041	208.658860090503
5019405	1	1	591	1	1		1	1	1		50000000	100000		2					50194051	161.565805805586
5019407	1	1	591	1	1		1	1	2		50000000	350000		2					50194071	1061.1163294383
5019408	1	1	591	1	3								350000	2					50194081	1200.3871200133
5019409	1	1	591	1	3								120000	2					50194091	1300.67471317717
5019410	1	1	591	1	1		2				30000000	200000		2					50194101	1239.41968637318
5019411	1	1	591	1	1		1	3			15000000	100000		2					50194111	1214.50279562186
5019412	1	1	591	1	5							400000		2					50194121	1164.75423847453
5019413	1	1	591	1	3								150000	2					50194131	1339.65548999036
5019414	1	1	591	1	2	50000	1	1	1		45000000	180000		2					50194141	1150.95783475436
5019415	1	1	591	1	3								350000	2					50194151	1084.87390798949
5019416	1	1	591	1	1		1	1	1		70000000	400000		2					50194161	923.709810051922
5019417	1	1	591	1	3								300000	2					50194171	961.016639227908
5019418	1	1	591	1	4							250000		2					50194181	1300.67471317717
5019419	1	1	591	1	3								150000	2					50194191	141.242530157481
5019420	1	1	591	1	1		1	1	1		20000000	200000		2					50194201	99.2771956102767
5019421	1	1	591	1	3								200000	2					50194211	268.44216086464
5019422	1	1	591	1	2	200000	2				30000000	200000		2					50194221	107.152421013613
5019423	1	1	591	1	1		2				15000000	80000		2					50194231	314.616145737752
5019424	1	1	591	1	5							150000		2					50194241	152.380406347441
5019425	1	1	591	1	1		1	1	1		10000000	100000		2					50194251	274.873249123086
5019426	1	1	591	1	4							200000		2					50194261	202.66200128302
5019427	1	1	591	1	1		1	1	1		40000000	300000		2					50194271	233.777053645651
5019428	1	1	591	1	1		1	1	1		40000000	400000		2					50194281	99.2771956102767
5019429	1	1	591	1	3								300000	2					50194291	223.037049284021
5019430	1	1	591	1	4							300000		2					50194301	274.475377294756
5019431	1	1	591	1	1		1	1	1		50000000	300000		2					50194311	99.2771956102767
5019432	1	1	591	1	4							250000		2					50194321	248.118885216535
5019433	1	1	591	1	3								150000	2					50194331	99.2771956102767
5019434	1	1	591	1	4							400000		2					50194341	201.374165011277
5019435	1	1	591	1	3								160000	2					50194351	250.390591059618
5019436	1	1	591	1	1		1	1	1		40000000	400000		2					50194361	911.079883601706
5019438	1	1	591	1	4							200000		2					50194381	1212.50715549832
5019439	1	1	591	1	1		2				40000000	250000		2					50194391	1151.3928908032
5019440	1	1	591	1	4							200000		2					50194401	1027.34771908815
5019441	1	1	591	1	1		1	1	1		100000000	200000		2					50194411	1049.56271893703
5019442	1	1	591	1	2	358000	1	1	1		40000000	200000		2					50194421	234.57279730231
5019443	1	1	591	1	3								150000	2					50194431	209.692267410513
5019444	1	1	591	1	3								400000	2					50194441	1200.51848894822
5019445	1	1	591	1	2	722000	1	1	1		70000000	400000		2					50194451	1316.14506453455
5019446	1	1	591	1	1		2				90000000	400000		2					50194461	1121.07321451202
5019447	1	1	591	1	3								400000	2					50194471	1265.04183163839
5019448	1	1	591	1	1		1	1	3		100000000	500000		2					50194481	702.351067119216
5019449	1	1	591	1	3								350000	2					50194491	1237.8253181242
5019450	1	1	591	1	1		1	1	1		100000000	400000		2					50194501	1386.11298140723
5019451	1	1	591	1	1		1	1	1		50000000	400000		2					50194511	1164.75423847453
5019453	1	1	591	1	1		1	2		2	60000000	300000		2					50194531	1200.3871200133
5019454	1	1	591	1	3								300000	2					50194541	726.1086456704
5019455	1	1	591	1	3								400000	2					50194551	1265.04183163839
5019456	1	1	591	1	1		1	1	1		70000000	300000		2					50194561	1200.3871200133
5019457	1	1	591	1	3								380000	2					50194571	1265.04183163839
5019458	1	1	591	1	1		1	1	1		30000000	350000		2					50194581	1061.1163294383
5019459	1	1	591	1	1		1	1	1		50000000	350000		2					50194591	1108.38675404324
5019461	1	1	591	1	3								450000	2					50194611	1200.3871200133
5019463	1	1	591	1	3								280000	2					50194631	2415.42769275085
5019466	1	1	591	1	3								700000	2					50194661	2665.03228939901
5019495	1	1	591	1	4							150000		2					50194951	369.887182085638
5019497	1	1	591	1	1		1	1	1		20000000	100000		2					50194971	300.428662045464
5019518	1	1	591	1	1		1	1	1		150000000	400000		2					50195181	171.689424437561
5019519	1	1	591	1	1		1	2		2	50000000	250000		2					50195191	500.914884092966
5019520	1	1	591	1	3								250000	2					50195201	561.856762029332
5019521	1	1	591	1	1		1	1	2		30000000	250000		2					50195211	343.100538513375
5019522	1	1	591	1	1		1	1	2		90000000	300000		2					50195221	583.211873649284
5019523	1	1	591	1	2	720000	2				100000000	300000		2					50195231	171.689424437561
5019524	1	1	591	1	1		1	1	1		80000000	300000		2					50195241	490.242832495912
5019525	1	1	591	1	1		1	1	1		50000000	400000		2					50195251	199.586545461895
5019526	1	1	591	1	3								200000	2					50195261	171.689424437561
5019527	1	1	591	1	1		1	1	1		100000000	350000		2					50195271	171.689424437561
5019528	1	1	591	1	3								300000	2					50195281	224.186143775033
5019529	1	1	591	1	4							150000		2					50195291	224.186143775033
5019530	1	1	591	1	3								200000	2					50195301	288.264232811947
5019563	1	1	591	1	1		1	2		4	100000000	400000		2					50195631	1197.10315567957
5019564	1	1	591	1	3								500000	2					50195641	299.275788919893
5019565	1	1	591	1	1		1	1	2		80000000	400000		2					50195651	242.601994750069
5019566	1	1	591	1	1		1	1	1		40000000	200000		2					50195661	366.343373128839
5019567	1	1	591	1	3								250000	2					50195671	171.689424437561
5019571	1	1	591	1	1		1	1	1		100000000	400000		2					50195711	276.056273145021
5019580	1	1	591	1	1		1	1	1		60000000	250000		2					50195801	382.279263852694
5019584	1	1	591	1	1		2				35000000	200000		2					50195841	347.007613942502
5019588	1	1	591	1	1		2				10000000	100000		2					50195881	686.757697750244
5019590	1	1	591	1	3								100000	2					50195901	288.264232811947
5019592	1	1	591	1	3								500000	2					50195921	171.689424437561
5019596	1	1	591	1	1		1	1	1		200000000	800000		2					50195961	196.636670376672
5019599	1	1	591	1	3								525000	2					50195991	2346.57614031165
5019602	1	1	591	1	3								350000	2					50196021	2029.94052957742
5019603	1	1	591	1	3								430000	2					50196031	2029.94052957742
5019606	1	1	591	1	1		1	1	1		130000000	350000		2					50196061	1850.94602152292
5019607	1	1	591	1	1		1	2		2	80000000	400000		2					50196071	2058.67722702589
5019613	1	1	591	1	3								150000	2					50196131	1623.46271509052
5019613	2	1	591	2	3								350000	2					50196132	1623.46271509052
