DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6012726	1	1	1	4	1				1			1	1	1	3	1		1	1	1		1	1	1		1	1	1	1		1			1	1	2	2	2	1	2	1	1	1	6	1		2	1	1	1	60127261	2796.70972530835	2	1500000	1500000	750000	0
6012727	1	1	1	3	2						1	2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	1	2	1	2	2	1	1	1	1		4	1	1	2	60127271	4287.91408476457	3	1422000	1422000	474000	0
6012728	1	1	1	2	1						1	2	1	1	1	1		1	1	1		1	1	2										2	1	1	1	1	1	1	1	1	1	1	3		4	2		2	60127281	4918.56961759129	3	1000000	1000000	333333.333333333	0
6012740	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	1	1	1	5	1				2	60127401	845.25574150611	2	1130000	1130000	565000	0
6012741	1	1	1	5	4				1			1	1	1	2	1		1	1	1		1	1	1			1	1	1					1	1	2	2	2	2	2	1	1	1	1	1		2	2		2	60127411	302.595504408967	4	2243916.66666667	2243916.66666667	560979.166666667	0
6012743	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1			1	1	1					1	1	2	2	2	2	2	1	1	1	1	1		2	2		2	60127431	146.674285809341	6	2678500	2678500	446416.666666667	0
6012746	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60127461	208.331953982895	3	2849500	2849500	949833.333333333	0
6012749	1	1	1	5	3				1			1	1	1	2	1		1	1	1		1	1	1			1	1	1					1	1	2	2	2	2	2	1	1	2	1	1		2	2		2	60127491	100.752188075578	4	1857166.66666667	1857166.66666667	464291.666666667	0
6012750	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	2	2	2	1	2	2	1	1	1	1		2	2		2	60127501	276.261137507666	2	2300000	2300000	1150000	0
6012752	1	1	1	3	1				1			2	1	1	1	1			1	1		2	1	2										1	1	1	2	2	2	2	1	1	1	1	5	1				2	60127521	150.850202563141	1	755000	755000	755000	0
6012753	1	1	1	2	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	2	1		2	2		2	60127531	174.169499066955	4	1064833.41666667	1064833.41666667	266208.354166667	0
6012756	1	1	1	5	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60127561	172.52043582444	3	1350000	1350000	450000	0
6012757	1	1	1	5	2				1			1	1	1	2	1		1	1	1		1	1	1				1	1					1	2	1	1	1	2	2	1	1	1	1	1		2	2		2	60127571	94.2803298267796	2	1515860.08333333	1515860.08333333	757930.041666667	0
6012758	1	1	1	6	3				1			1	1	1	1	1		1	1	1		1	1	1		1	1	1		1				1	1	2	1	1	1	1	1	1	2	2	1		2	2		2	60127581	252.979041826916	4	1995640	1995640	498910	0
6012764	1	1	1	3	2						1	1	1	1	1	1		1		1		1	1	2										1	1	1	2	2	2	2	2	1	1	1	1		2	2		2	60127641	242.902062227139	4	1534873.33333333	1534873.33333333	383718.333333333	0
6012765	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	2										2	1	1	1	2	2	2	1	1	1	2	1		2	2		2	60127651	333.598569334047	4	1422500	1422500	355625	0
6012766	1	1	1	3	2				1			1	1	2	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	2	1	1		2	2		2	60127661	120.13173789059	2	1340833.33333333	1340833.33333333	670416.666666667	0
6012767	1	1	1	3	1				1			2	1	1	1	2			1			1	1	2										1	1	1	2	1	2	2	1	1	1	1	1		4	2		2	60127671	201.736794272465	2	928140	928140	464070	0
6012768	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										2	1	1	1	1	2	2	1	1	2	2	1		2	2		2	60127681	208.331953982895	3	1550000	1550000	516666.666666667	0
6012769	1	1	1	5	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	1	1	1		2	2		2	60127691	160.496544110667	4	1162500	1162500	290625	0
6012770	1	1	1	4	3		1					1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	1	1	1	2	1	1		2	2		1	60127701	136.32213971486	4	4039080.25	4039080.25	1009770.0625	0
6012771	1	1	1	2	1				1			2	1	1	1	2			1	1		1	1	2										1	1	1	1	1	2	2	1	1	1	1	1		4	2		2	60127711	150.850202563141	1	621666.666666667	621666.666666667	621666.666666667	0
6012772	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	1		1								1	1	2	2	2	1	1	2	1	1	1	1		2	2		2	60127721	256.53958693335	4	7011333.33333333	7011333.33333333	1752833.33333333	0
6012773	1	1	1	6	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		2	2		1	60127731	132.946451996859	5	4226666.66666667	4226666.66666667	845333.333333333	0
6012774	1	1	1	2	2				1			1	1	2	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	1	1	1	1		2	2		2	60127741	209.542270137381	3	1474383.66666667	1474383.66666667	491461.222222222	0
6012775	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		2	2		1	60127751	252.160490750395	3	1140000	1140000	380000	0
6012777	1	1	1	4	4				1			1	1	1	2	1			1	1		1	1	2										1	1	1	2	1	2	2	2	1	1	1	1		2	2		2	60127771	231.116987318208	1	560000	560000	560000	0
6012778	1	1	1	5	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60127781	233.596527701328	5	1954857	1954857	390971.4	0
6012787	1	1	1	5	2				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60127871	780.541949115146	4	780000	780000	195000	0
6012788	1	1	1	5	2				1			1	1	1	2	1		1	1	1		1	1	1		1	1		1					1	1	2	2	1	1	2	1	1	1	1	1		2	2		1	60127881	283.986170012092	3	1386666.66666667	1386666.66666667	462222.222222222	0
6012789	1	1	1	4	1				1			1	1	1	2	1		1	1	1		1	1	1					1					1	1	1	2	2	2	2	1	1	1	2	3		2	2		1	60127891	474.887930819689	1	600000	600000	600000	0
6012792	1	1	1	4	2				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1	1					1	1	2	1	2	1	2	1	1	1	1	1		2	2		1	60127921	510.588086638346	2	1718166.66666667	1718166.66666667	859083.333333333	0
6012793	1	1	1	5	3						1	1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	6	1		2	2		1	60127931	659.95086197604	4	200000	200000	50000	0
6012794	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	4	1		2	2		1	60127941	538.212006083928	3	1393333.33333333	1393333.33333333	464444.444444444	0
6012800	1	1	1	5	3				1			2	2	2	1	1			1	1		1	1	2										1	1	2	2	1	2	2	1	6		2	1		4	2		2	60128001	1426.12075572857	6	3035000	3035000	505833.333333333	0
6012801	1	1	1	3	3				1			1	1	1	2	1		1	1	1		1	1	1		1	1	1						1	1	1	1	2	2	2	1	1	1	4	3		2	2		1	60128011	735.889067643508	4	134200	134200	33550	0
6012802	1	1	1	4	3				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	2	1	1	2	1		2	2		1	60128021	596.280530203141	5	2437700	2437700	487540	0
6012803	1	1	1	3	2						1	2	1	1	3	1		1	1	1		1	1	1		1	1	1	1		1	1		1	1	1	2	2	1	2	1	1	1	6	1		4	2		1	60128031	347.651866519311	3	9058333.33333333	9058333.33333333	3019444.44444444	0
6012804	1	1	1	5	4						1	2	1	1	4	1		1	1	1		1	1	1		1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1		4	2		1	60128041	660.058227572717	5	17166666.6666667	17166666.6666667	3433333.33333333	0
6012805	1	1	1	5	1				1			2	1	1	3	1		1	1	1		1	1	1				1	1	1				1	1	1	1	2	1	2	1	1	1	4	1		4	2		1	60128051	359.542518911314	2	4716666.66666667	4716666.66666667	2358333.33333333	0
6012806	1	1	1	5	3						1	2	1	1	3	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	1	1	1	2	1	1	1	1	1		4	2		1	60128061	283.986170012092	4	9050000	9050000	2262500	0
6012807	1	1	1	5	2				1			2	1	1	2	1		1	1	1		1	1	1			1	1	1	1				1	1	1	1	1	2	2	1	1	1	1	1		4	2		1	60128071	666.70320473399	3	11500000	11500000	3833333.33333333	0
6012808	1	1	1	5	3						1	2	1	1	4	1		1	1	1		1	1	2										1	1	2	2	2	1	2	2	1	1	1	1		4	2		2	60128081	336.427162132331	3	5383333.33333333	5383333.33333333	1794444.44444444	0
6012809	1	1	1	5	4						1	2	1	1	6	1		1	1	1		1	1	1		1	1	1	1		1			1	1	1	2	2	1	2	2	1	1	4	1		4	2		1	60128091	528.242436046631	5	17019500	16154166.6666667	4038541.66666667	865333.333333333
6012810	1	1	1	5	2				1			2	2	2	3	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	1	1	1		4	2		1	60128101	346.692020133152	3	12850000	12850000	4283333.33333333	0
6012811	1	1	1	6	3				1			2	2	2	4	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		4	2		1	60128111	229.169923640047	3	24150000	24150000	8050000	0
6012812	1	1	1	6	1				1			2	1	1	9	1		1	1	1		1	1	1			1				1			1	1	2	2	2	1	2	1	1	1	6	1		4	2		2	60128121	689.711195916297	1	3400000	3400000	3400000	0
6012813	1	1	1	6	1				1			2	2	1	6	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		1	60128131	290.142057272534	2	10600000	10600000	5300000	0
6012814	1	1	1	5	1				1			1	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60128141	452.626928115808	1	5700000	5700000	5700000	0
6012815	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	2	1	1	1		2	2		2	60128151	151.526048083316	2	900000	900000	450000	0
6012816	1	1	1	3	2				1			1	1	1	2	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	1	1		2	2		2	60128161	121.511464306877	2	5153666.66666667	5153666.66666667	2576833.33333333	0
6012823	1	1	1	7	3				1			2	2	1	5	1		1	1	1		1	1	1			1	1	1					1	1	1	2	1	1	1	2	1	1	4	1		4	2		1	60128231	425.646767395455	6	23600000	23600000	3933333.33333333	0
6012824	1	1	1	6	4						1	2	1	1	7	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	1	1	1	1	1	4	1		4	2		1	60128241	609.318951348152	5	820000	90000	22500	730000
6012826	1	1	1	5	2				1			2	1	1	2	1		1	1	1		1	1	2										1	1	1	1	2	1	1	2	1	1	2	1		4	2		1	60128261	632.326942530458	3	6050000	6050000	2016666.66666667	0
6012827	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60128271	666.70320473399	3	750000	750000	250000	0
6012828	1	1	1	6	3				1			2	1	1	4	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	6	1		4	2		1	60128281	365.081608819949	5	2000000	2000000	500000	0
6012829	1	1	1	5	4						1	2	1	1	5	1		1	1	1		1	1	1		1	1	1	1	1	1			1	1	1	2	2	1	2	1	1	1	4	1		4	2		1	60128291	283.986170012092	5	11700000	11700000	2340000	0
6012832	1	1	1	3	2		1					2	4	2	1	1					1	2	5	2										1	1	1	2	2	2	2	2	6		2	1		4	2		2	60128321	990.753267465598	2	150000	150000	75000	0
6012833	1	1	1	2	1					1		2	5	2	1	1					1	1	4	2										2	2	2	2	2	2	2	2	6		1	3		4	2		2	60128331	422.287595026474	3	225000	225000	75000	0
6012834	1	1	1	2	1				1			2	4	1	1	1					1	1	4	2										2	1	2	2	2	2	2	2	1	2	1	3		6	2		2	60128341	206.483683449363	1	190000	190000	190000	0
6012835	1	1	1	2	1				1			2	3	1	1	1			1			1	4	2										2	2	2	2	2	2	2	2	1	2	1	3		4	2		2	60128351	249.003763927547	3	141666.666666667	141666.666666667	47222.2222222222	0
6012836	1	1	1	2	1				1			2	5	2	1	2					1	1	4	2										2	2	2	2	2	2	2	2	6		1	3		4	2		2	60128361	979.538449534175	1	175000	175000	175000	0
6012837	1	1	1	4	3		1					2	3	1	1	1					1	2	5	2										2	1	1	2	2	2	2	1	6		1	1		4	2		2	60128371	1005.9541873663	3	250000	250000	83333.3333333333	0
6012838	1	1	1	2	1				1			2	3	1	1	1				1		1	4	2										2	2	2	2	2	2	2	2	1	2	1	3		4	2		2	60128381	185.135512638233	3	266666.666666667	266666.666666667	88888.8888888889	0
6012839	1	1	1	3	3				1			2	5	2	1	1					1	1	4	2										2	2	2	2	2	2	2	2	6		2	1		4	2		2	60128391	557.224994845195	7	2078833.33333333	2078833.33333333	296976.19047619	0
6012840	1	1	1	3	2				1			2	5	1	1	1					1	1	4	2										2	2	2	2	2	2	2	2	1	2	1	3		4	2		2	60128401	376.316871432614	5	298333.333333333	298333.333333333	59666.6666666667	0
6012841	1	1	1	4	3				1			2	3	1	1	1			1			1	4	2										2	2	2	2	2	2	2	2	1	2	1	3		4	2		2	60128411	293.793799815259	3	1220717	1220717	406905.666666667	0
6012842	1	1	1	3	2				1			2	5	2	1	1					1	1	4	2										1	1	2	2	2	2	2	2	6		1	3		4	1	6	2	60128421	752.26587421741	4	615000	615000	153750	0
6012843	1	1	1	2	1				1			2	5	2	1	1					1	1	4	2										2	2	2	2	2	2	2	2	1	2	1	3		4	2		2	60128431	389.399071132252	6	239166.666666667	239166.666666667	39861.1111111111	0
6012844	1	1	1	1	1				1			2	5	2	1	2					1	1	3	2										2	2	2	2	2	2	2	2	6		1	3		4	2		2	60128441	979.538449534175	1	780000	780000	780000	0
6012845	1	1	1	3	2				1			2	3	1	1	1					1	1	5	1		1		1	1					2	2	2	2	2	2	2	2	2	2	1	1		6	2		2	60128451	89.0169223449122	3	343583.333333333	343583.333333333	114527.777777778	0
6012846	1	1	1	3	2				1			2	5	1	1	1					1	1	4	2										2	2	2	2	2	2	2	2	2	1	1	4		6	2		2	60128461	256.398662612298	6	461666.666666667	461666.666666667	76944.4444444444	0
6012847	1	1	1	3	2				1			2	3	1	1	1					1	1	4	1			1	1	1					2	1	2	1	2	2	2	2	2	2	2	1		4	1	6	2	60128471	105.035201813922	2	220833.333333333	220833.333333333	110416.666666667	0
6012848	1	1	1	2	1				1			2	5	1	1	1					1	1	5	2										2	2	2	2	2	2	2	2	2	2	1	4		6	2		2	60128481	115.951447294972	3	392500	392500	130833.333333333	0
6012849	1	1	1	5	4				1			2	3	1	1	1				1		1	5	1		1								2	1	2	1	1	2	2	1	2	2	1	1		6	2		2	60128491	186.592498708756	4	557500	557500	139375	0
6012850	1	1	1	3	2				1			2	5	1	1	1					1	1	5	2										2	2	2	2	2	2	2	2	2	2	1	3		6	2		2	60128501	376.358177568651	5	264166.666666667	264166.666666667	52833.3333333333	0
6012852	1	1	1	2	1				1			2	5	1	1	1					1	1	5	2										2	2	2	2	2	2	2	2	2	2	1	3		6	2		2	60128521	469.84523986947	7	390000	390000	55714.2857142857	0
6012853	1	1	1	4	3						1	2	3	1	1	1			1			2	3	2										2	1	2	2	1	2	2	1	2	2	2	1		6	2		2	60128531	132.923762901356	7	1630250	1630250	232892.857142857	0
6012854	1	1	1	4	2					1		2	3	1	1	1					1	1	3	2										2	2	2	2	2	2	2	2	2	2	1	1		6	2		2	60128541	154.869204915607	3	603000	603000	201000	0
6012855	1	1	1	4	1				1			2	5	1	1	1			1			1	3	2										2	2	2	2	2	2	2	2	2	2	1	3		4	2		2	60128551	103.775160329286	1	2113666.66666667	2113666.66666667	2113666.66666667	0
6012856	1	1	1	4	3				1			2	5	1	1	1			1			1	3	2										2	2	2	2	2	2	2	2	2	2	1	3		6	2		2	60128561	193.000721308375	3	350000	350000	116666.666666667	0
6012857	1	1	1	2	2				1			2	3	1	1	1					1	1	3	2										2	2	2	2	2	2	2	2	2	2	1	3		6	2		2	60128571	254.675917871774	4	413000	413000	103250	0
6012858	1	1	1	4	3				1			2	5	1	1	1					1	1	3	2										2	2	2	2	2	2	2	2	2	2	1	3		4	2		2	60128581	158.098007238595	4	1200833.33333333	1200833.33333333	300208.333333333	0
6012859	1	1	1	4	3				1			2	5	1	1	1					1	1	3	2										2	2	2	2	2	2	2	2	2	2	1	3		6	2		2	60128591	120.895985911961	3	1030000	1030000	343333.333333333	0
6012860	1	1	1	3	1				1			2	3	1	1	1					1	1	3	2										1	1	1	2	2	2	2	1	2	2	1	1		4	2		2	60128601	206.483683449363	1	150000	150000	150000	0
6012861	1	1	1	3	2				1			2	3	1	1	1					1	1	3	2										2	2	2	2	2	2	2	2	2	2	1	1		6	2		2	60128611	190.834563796198	4	198333.333333333	198333.333333333	49583.3333333333	0
6012862	1	1	1	3	2				1			2	5	2	1	1			1			1	3	2										2	2	2	2	2	2	2	2	2	2	1	4		6	2		2	60128621	196.146546459162	3	441666.666666667	441666.666666667	147222.222222222	0
6012864	1	1	1	5	4				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	6	1		2	2		2	60128641	253.199014409628	6	5658333.33333333	5658333.33333333	943055.555555556	0
6012865	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	2	2	2	2	1	1	1	4	1		2	2		2	60128651	541.51003772722	4	1050000	1050000	262500	0
6012866	1	1	1	1	1		1					2	1	1	1	1			1	1		1	1	1		1		1	1					2	1	2	2	2	2	2	1	1	1	2	1		4	2		2	60128661	428.237161228625	4	600000	600000	150000	0
6012867	1	1	1	2	2				1			2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	1	1	1	1	1	1	6	1		4	2		2	60128671	482.067570010985	6	1180000	1180000	196666.666666667	0
6012868	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	1	1	2	1		4	2		2	60128681	390.196305440906	1	255075	255075	255075	0
6012869	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	2	1		4	2		2	60128691	439.600711671103	1	800000	800000	800000	0
6012870	1	1	1	3	1				1			2	1	1	2	1		1	1	1		1	1	2										2	2	2	2	2	2	2	2	1	2	6	1		4	2		2	60128701	355.551259231952	1	400000	400000	400000	0
6012871	1	1	1	5	4		1					2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	1	1	2	1		4	1	6	2	60128711	340.342418576566	5	1425000	1425000	285000	0
6012872	1	1	1	4	1				1			2	1	1	2	1			1			1	1	2										2	1	1	2	2	2	2	2	1	1	1	1		4	1	7	2	60128721	390.196305440906	1	170000	170000	170000	0
6012873	1	1	1	1	1					1		2	1	2	1	1			1			2	1	2										2	1	1	2	2	2	2	2	1	1	1	5	1				2	60128731	274.622234855578	1	324166.666666667	324166.666666667	324166.666666667	0
6012874	1	1	1	4	2				1			2	1	1	1	1			1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	6	1		4	1	1	2	60128741	398.281128233129	3	470000	470000	156666.666666667	0
6012875	1	1	1	2	2				1			2	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60128751	394.996623200816	3	1350000	1350000	450000	0
6012876	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	1	2	1	1	1	6	1		4	2		2	60128761	405.070727482543	4	850000	850000	212500	0
6012877	1	1	1	3	2				1			2	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	4	1		4	2		2	60128771	446.390310920517	2	736666.666666667	736666.666666667	368333.333333333	0
6012878	1	1	1	3	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	1	1		4	2		2	60128781	563.881215113285	4	573333.333333333	573333.333333333	143333.333333333	0
6012879	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60128791	422.173453547215	2	705000	705000	352500	0
6012880	1	1	1	1	1				1			2	1	1	1	1		1	1			1	1	2										1	1	1	2	1	2	2	1	1	1	4	1		4	2		2	60128801	355.551259231952	1	1042500	1042500	1042500	0
6012883	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	1				1	1					1	1	1	2	2	2	2	2	1	1	2	1		4	2		2	60128831	551.363445469437	4	1128333.33333333	1128333.33333333	282083.333333333	0
6012884	1	1	1	2	2				1			2	1	2	1	2			1	1		1	4	1		1		1	1					1	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60128841	308.114181704327	2	400000	400000	200000	0
6012885	1	1	1	1	1				1			2	1	2	1	1			1			1	1	1		1		1	1					2	1	1	2	2	2	2	1	2	2	2	1		4	2		2	60128851	575.061005467905	2	416666.666666667	416666.666666667	208333.333333333	0
6012886	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	4	1		1		1	1					1	1	1	1	2	2	2	1	2	2	2	1		4	1	6	2	60128861	308.114181704327	2	1350000	1350000	675000	0
6012887	1	1	1	5	2				1			2	1	2	2	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60128871	480.073633401245	3	595000	595000	198333.333333333	0
6012888	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	2	1		4	2		2	60128881	711.59879187905	3	712500	712500	237500	0
6012889	1	1	1	2	2				1			2	1	2	1	1			1	1		1	4	1		1		1	1					2	1	1	1	2	2	2	1	2	1	2	1		4	1	6	2	60128891	268.142332665487	3	347666.666666667	347666.666666667	115888.888888889	0
6012890	1	1	1	1	1				1			2	1	2	1	1			1	1		1	1	2										1	2	2	2	2	2	2	2	2	2	4	1		4	1	7	2	60128901	613.14474237951	3	510000	510000	170000	0
6012891	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	1	1	1	6	1		4	2		2	60128911	439.600711671103	1	1250000	1250000	1250000	0
6012892	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	6	1		4	2		2	60128921	439.600711671103	1	0	0	0	0
6012893	1	1	1	3	2				1			2	1	1	2	1		1	1	1		1	1	1				1	1					1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60128931	437.210385761237	3	10116666.6666667	10116666.6666667	3372222.22222222	0
6012894	1	1	1	1	1				1			2	1	2	1	2			1			1	1	2										1	1	1	1	1	2	2	1	1	1	6	5	2				2	60128941	439.600711671103	1	683333.333333333	683333.333333333	683333.333333333	0
6012895	1	1	1	2	1				1			2	2	2	1	1			1			1	1	2										2	1	2	2	1	2	2	1	2	1	2	1		6	2		2	60128951	674.137489212071	1	400000	400000	400000	0
6012896	1	1	1	2	1				1			2	2	2	1	1			1	1		1	1	1		1		1	1					1	1	1	2	1	2	2	1	2	2	2	1		4	1	6	2	60128961	654.164243016645	1	70000	70000	70000	0
6012897	1	1	1	4	2				1			2	2	1	1	1		1	1	1		1	1	1		1		1	1					2	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60128971	325.744143446972	3	817500	817500	272500	0
6012898	1	1	1	2	2				1			2	4	2	1	1			1			1	1	1		1		1	1					1	2	2	2	2	2	2	1	2	1	2	1		6	1	4	2	60128981	480.073633401245	3	457000	457000	152333.333333333	0
6012899	1	1	1	1	1				1			2	2	2	1	1		1				2	1	1		1		1	1					1	1	1	2	2	2	2	1	2	1	1	1		6	2		2	60128991	654.164243016645	1	340000	340000	340000	0
6012900	1	1	1	1	1				1			2	2	1	1	1			1			2	2	2										2	1	1	2	2	2	2	2	2	2	1	1		6	2		2	60129001	328.087427899753	2	101666.666666667	101666.666666667	50833.3333333333	0
6012901	1	1	1	3	2				1			2	1	2	1	1			1	1		2	1	1		1		1	1					1	1	1	1	2	2	2	1	2	1	2	1		6	1	4	2	60129011	571.410478262337	2	221666.666666667	221666.666666667	110833.333333333	0
6012903	1	1	1	2	2						1	2	1	2	1	1			1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60129031	551.437232066911	2	470000	470000	235000	0
6012904	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	2	2	1	2	1		4	1	6	2	60129041	480.073633401245	3	858333.333333333	858333.333333333	286111.111111111	0
6012905	1	1	1	4	2				1			2	1	1	1	1		1	1	1		2	1	1		1		1	1					1	1	2	2	1	2	2	1	2	2	2	1		4	1	6	2	60129051	268.142332665487	4	610833.333333333	610833.333333333	152708.333333333	0
6012906	1	1	1	2	1				1			2	1	2	1	1					1	2	1	2										2	2	2	2	2	2	2	2	2	2	2	1		4	1	6	2	60129061	575.061005467905	2	355833.333333333	355833.333333333	177916.666666667	0
6012908	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	1		1								1	1	1	1	2	2	2	1	2	1	2	1		4	1	6	2	60129081	268.142332665487	3	632000	632000	210666.666666667	0
6012909	1	1	1	3	3				1			2	2	2	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	2	1	2	1		4	1	6	2	60129091	279.304742589529	3	768083.333333333	768083.333333333	256027.777777778	0
6012911	1	1	1	3	2				1			2	1	2	1	1			1	1		1	1	2										1	1	2	2	2	2	2	1	2	1	2	1		4	2		2	60129111	268.142332665487	3	1683333.33333333	1683333.33333333	561111.111111111	0
6012912	1	1	1	1	1				1			2	3	2	1	1			1			2	4	1		1		1	1					2	1	1	1	1	2	2	1	2	1	2	1		6	1	4	2	60129121	571.410478262337	2	186666.666666667	186666.666666667	93333.3333333333	0
6012913	1	1	1	1	1				1			2	1	2	1	1			1	1		1	1	1		1	1	1	1					1	2	1	1	2	2	2	1	2	1	2	1		4	2		2	60129131	998.999390811588	3	312500	312500	104166.666666667	0
6012914	1	1	1	4	2			1				2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	2	1		4	1	6	2	60129141	571.410478262337	2	850000	850000	425000	0
6012915	1	1	1	4	3					1		2	2	1	1	1		1	1	1		2	1	1		1		1	1					1	1	2	2	2	2	2	1	2	1	2	1		6	1	4	2	60129151	268.142332665487	4	923333.333333333	923333.333333333	230833.333333333	0
6012916	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	2	2	1	2	1		4	1	6	2	60129161	571.410478262337	2	513333.333333333	513333.333333333	256666.666666667	0
6012917	1	1	1	4	4				1			2	2	2	1	1			1			2	1	1		1		1	1					2	1	1	2	2	2	2	1	6		2	1		6	1	4	2	60129171	1994.74040748463	6	385000	385000	64166.6666666667	0
6012918	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	2	1	2	1		4	2		2	60129181	998.999390811588	3	1249166.66666667	1249166.66666667	416388.888888889	0
