DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P5000	P5010	P5016	P5016S2	P5016S3	P5016S4	P5016S5	P5016S6	P5666	P8526	P5022	P5024	P5030	P1892	P1892S1	P1892S2	P1892S3	P1892S4	P1893	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P5012S8	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	LLAVEHOG	FEX_C	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU
6012921	1	1	1	4	3						1	2	2	2	1	1			1	1		1	1	1		1		1	1					1	1	1	2	1	2	2	1	2	2	2	1		6	1	4	2	60129211	268.142332665487	4	474166.666666667	474166.666666667	118541.666666667	0
6012922	1	1	1	2	1				1			2	5	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	2	1	2	1		4	1	6	2	60129221	613.14474237951	3	363333.333333333	363333.333333333	121111.111111111	0
6012923	1	1	1	2	2				1			2	1	2	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	2	1	2	1		4	2		2	60129231	268.142332665487	3	366666.666666667	366666.666666667	122222.222222222	0
6012924	1	1	1	4	2						1	2	1	1	1	1			1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	2	1	4	1		6	1	4	2	60129241	831.781620517912	3	515500	515500	171833.333333333	0
6012925	1	1	1	2	2				1			2	1	2	1	1			1			1	1	2										2	1	1	2	2	2	2	1	2	1	4	1		4	1	6	2	60129251	268.142332665487	3	462000	462000	154000	0
6012926	1	1	1	2	2				1			2	1	1	1	1			1			2	1	1		1		1	1					1	1	1	2	1	2	2	1	2	1	2	1		4	1	6	2	60129261	268.142332665487	4	787250	787250	196812.5	0
6012927	1	1	1	2	1				1			2	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60129271	355.551259231952	1	1750000	1750000	1750000	0
6012928	1	1	1	4	3		1					2	1	1	1	1		1	1	1		1	1	1		1								1	1	1	2	1	2	2	1	2	1	4	1		4	1	3	2	60129281	336.864880197088	4	1106666.66666667	1106666.66666667	276666.666666667	0
6012929	1	1	1	4	3				1			2	1	1	1	1			1	1		1	4	1		1	1	1	1					1	1	2	1	2	2	2	1	6		4	1		4	1	6	2	60129291	1564.68674273164	5	960833.333333333	960833.333333333	192166.666666667	0
6012931	1	1	1	2	1				1			2	1	1	1	1			1	1		1	1	2										2	1	2	2	2	2	2	2	2	2	2	1		4	2		2	60129311	295.959136568413	2	240000	240000	120000	0
6012932	1	1	1	4	3				1			2	1	2	1	1			1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	2	1	4	1		4	1	1	2	60129321	268.142332665487	4	1306833.33333333	1306833.33333333	326708.333333333	0
6012935	1	1	1	5	5				1			2	1	1	1	1		1	1	1		1	4	1		1		1	1					1	1	1	2	2	2	2	1	2	1	4	1		4	1	6	2	60129351	588.48663362573	10	6047000	6047000	604700	0
6012936	1	1	1	4	3				1			2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	2	4	1		4	2		2	60129361	419.729587014874	5	1797383.66666667	1797383.66666667	359476.733333333	0
6012937	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					2	1	1	2	2	2	2	1	2	1	1	1		4	1	6	2	60129371	428.547245674562	2	230000	230000	115000	0
6012938	1	1	1	3	1				1			2	1	1	1	1			1	1		2	1	2										1	1	1	2	2	2	2	2	1	1	2	1		4	2		2	60129381	390.196305440906	1	196666.666666667	196666.666666667	196666.666666667	0
6012939	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	1	2	1	2	1		4	2		2	60129391	519.386297363128	3	650000	650000	216666.666666667	0
6012940	1	1	1	6	4				1			2	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	4	1		4	2		2	60129401	513.758426287384	5	1476666.66666667	1476666.66666667	295333.333333333	0
6012941	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	2	1		4	2		2	60129411	294.623561799044	4	2235000	2235000	558750	0
6012942	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										2	1	1	1	1	2	2	1	1	2	2	1		4	1	6	2	60129421	478.367459026826	3	435000	435000	145000	0
6012944	1	1	1	4	2				1			2	1	1	1	1		1	1	1		2	1	2										1	1	1	1	2	2	2	1	1	1	2	1		4	1	1	2	60129441	404.855164973237	2	582500	582500	291250	0
6012945	1	1	1	3	2				1			2	1	1	1	1			1	1		1	1	2										2	1	1	2	2	1	2	1	2	1	4	1		4	1	6	2	60129451	513.528611676538	5	1769500	1769500	353900	0
6012946	1	1	1	3	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	2	1	2	1		4	2		2	60129461	540.705442022937	4	1185000	1185000	296250	0
6012947	1	1	1	4	3						1	2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	2	2	4	1		4	2		2	60129471	384.568434365162	3	1595000	1595000	531666.666666667	0
6012949	1	1	1	3	2		1					2	2	2	1	1			1			1	1	1		1		1	1					1	1	1	1	1	2	2	1	2	2	2	1		4	1	6	2	60129491	331.020748246524	3	440000	440000	146666.666666667	0
6012950	1	1	1	3	2				1			2	2	1	1	1					1	2	4	1		1	1	1	1					1	1	1	1	2	2	2	1	2	2	2	1		4	1	6	2	60129501	185.509606564215	2	640000	640000	320000	0
6012951	1	1	1	3	2						1	2	2	2	1	1		1	1	1		2	1	1		1		1	1					1	1	1	1	1	2	2	1	2	2	2	1		6	1	4	2	60129511	268.142332665487	3	674083.333333333	674083.333333333	224694.444444444	0
6012952	1	1	1	3	1				1			2	2	2	1	1			1			2	1	1		1	1	1	1					2	1	1	1	2	2	2	2	2	2	2	1		6	1	4	2	60129521	268.292202178696	1	81250	81250	81250	0
6012954	1	1	1	2	1						1	2	2	1	1	1			1			1	4	1		1		1	1					2	1	1	2	2	2	2	1	2	2	2	1		4	2		2	60129541	185.509606564215	2	211666.666666667	211666.666666667	105833.333333333	0
6012955	1	1	1	4	1				1			2	2	2	1	1					1	1	1	1		1		1	1					2	1	1	2	2	2	2	2	2	2	2	1		6	2		2	60129551	571.410478262337	2	150000	150000	75000	0
6012956	1	1	1	1	1				1			2	6								1	1	1	1		1		1	1					1	1	1	2	1	2	2	1	2	1	4	1		4	1	6	2	60129561	1004.84352276215	4	472500	472500	118125	0
6012957	1	1	1	1	1						1	2	2	2	1	1			1			1	1	2										1	1	2	2	2	2	2	2	2	1	1	5	2				2	60129571	674.137489212071	1	455000	455000	455000	0
6012958	1	1	1	2	1				1			2	2	2	1	1			1			1	1	2										1	1	1	2	2	2	2	1	2	1	2	1		4	2		2	60129581	674.137489212071	1	275000	275000	275000	0
6012959	1	1	1	6	1				1			2	2	1	1	1			1	1		1	4	1		1	1	1	1					1	1	1	2	1	2	2	2	2	2	2	1		4	2		2	60129591	375.062374117153	1	579166.666666667	579166.666666667	579166.666666667	0
6012960	1	1	1	4	2				1			2	1	1	2	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	4	1		4	2		2	60129601	328.374428885552	2	2300000	2300000	1150000	0
6012961	1	1	1	2	1				1			2	1	1	1	1		1	1	1		2	1	1		1		1	1					1	1	1	2	2	1	2	2	1	2	6	1		4	2		2	60129611	515.402831145647	1	2250000	2250000	2250000	0
6012962	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	4	1		4	2		2	60129621	401.370415328163	3	777500	777500	259166.666666667	0
6012963	1	1	1	5	3			1				2	1	1	3	1		1	1	1		1	1	2										1	1	1	2	1	2	2	2	1	2	2	1		4	2		2	60129631	381.083684720088	4	1400000	1400000	350000	0
6012964	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	2	2	2	1	2	6	5	2				2	60129641	515.402831145647	1	2855000	2855000	2855000	0
6012965	1	1	1	4	2			1				2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		4	2		2	60129651	478.367459026826	3	850000	850000	283333.333333333	0
6012966	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	2	2	2	2	2	1	1	1	6	1		4	2		2	60129661	390.196305440906	1	2100000	2100000	2100000	0
6012967	1	1	1	3	3				1			2	1	1	1	1		1	1	1		1	1	2										2	1	1	2	2	1	2	1	1	1	2	1		4	2		2	60129671	560.992172631012	3	1715000	1715000	571666.666666667	0
6012968	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	6	1		4	2		2	60129681	478.367459026826	3	1702500	1702500	567500	0
6012969	1	1	1	2	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	6	1		4	2		2	60129691	355.551259231952	1	2000000	2000000	2000000	0
6012970	1	1	1	1	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	6	1		4	2		2	60129701	318.51588711313	3	487500	487500	162500	0
6012971	1	1	1	5	3				1			2	1	1	1	1		1	1	1		1	1	2										2	1	2	2	1	1	2	1	1	2	2	1		4	2		2	60129711	301.197598539152	3	820000	820000	273333.333333333	0
6012972	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60129721	422.173453547215	2	1748500	1748500	874250	0
6012973	1	1	1	1	1						1	2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	1	1	2	1		4	2		2	60129731	432.031995319637	1	450000	450000	450000	0
6012974	1	1	1	4	3		1					2	1	1	2	1		1	1	1		1	1	2										1	1	1	1	1	2	2	2	1	1	2	1		4	2		2	60129741	348.876722002933	3	3250000	3250000	1083333.33333333	0
6012975	1	1	1	3	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	2	1		4	2		2	60129751	446.906417361274	4	2536666.66666667	2536666.66666667	634166.666666667	0
6012976	1	1	1	1	1				1			2	1	2	1	2			1			1	1	2										1	1	1	2	2	2	2	1	1	1	6	5	2				2	60129761	515.402831145647	1	1200000	1200000	1200000	0
6012977	1	1	1	4	2				1			2	1	1	2	1		1	1	1		1	1	2										1	1	1	2	1	1	2	1	1	1	6	1		4	2		2	60129771	474.083247707674	3	1443333.33333333	1443333.33333333	481111.111111111	0
6012978	1	1	1	4	3				1			2	2	2	2	1		1	1	1		1	4	1		1	1	1	1					1	1	1	1	2	2	2	1	1	1	4	1		4	1	6	2	60129781	353.420074596246	5	3379166.66666667	3379166.66666667	675833.333333333	0
6012979	1	1	1	4	2		1	1				2	2	2	1	1		1	1	1		1	4	2										1	1	1	2	1	2	2	1	1	1	2	1		6	1	4	2	60129791	299.055646026568	2	700000	700000	350000	0
6012980	1	1	1	5	1				1			2	2	2	2	1		1	1	1		1	4	1		1	1	1	1					1	1	1	1	2	2	2	1	1	1	2	1		4	1	6	2	60129801	271.097937403384	2	4699583.33333333	4699583.33333333	2349791.66666667	0
6012981	1	1	1	1	1				1			2	2	2	1	1			1			2	4	1		1		1	1					2	2	2	2	2	2	2	2	1	1	2	1		6	2		2	60129811	283.232375524512	3	105000	105000	35000	0
6012982	1	1	1	3	2				1			2	2	2	1	1			1	1		1	4	1		1	1	1	1					1	1	2	1	2	2	2	1	1	1	4	1		4	2		2	60129821	404.733174864048	3	595000	595000	198333.333333333	0
6012983	1	1	1	3	1				1			2	2	1	1	1		1	1	1		1	4	1		1		1	1					1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60129831	393.986493488346	2	300000	300000	150000	0
6012984	1	1	1	4	2				1			2	2	2	1	1			1			2	4	1		1	1	1	1					2	1	2	2	2	2	2	1	1	1	2	1		6	2		2	60129841	357.961629505872	3	267500	267500	89166.6666666667	0
6012985	1	1	1	5	1		1				1	2	2	1	1	1		1	1	1		1	5	1		1		1	1					1	1	1	2	2	2	2	1	1	1	6	1		4	2		2	60129851	271.097937403384	2	3824333.33333333	3824333.33333333	1912166.66666667	0
6012986	1	1	1	1	1		1				1	2	2	1	1	1		1	1	1		1	6	1		1		1	1					1	1	1	1	2	2	2	1	1	1	2	1		4	1	3	2	60129861	393.986493488346	2	1200000	1200000	600000	0
6012987	1	1	1	3	3		1					2	3	2	1	1			1			1	4	1		1		1						1	1	1	2	1	2	2	1	1	1	2	1		4	2		2	60129871	410.947830096988	5	1165000	1165000	233000	0
6012988	1	1	1	4	1				1			2	1	2	1	1		1	1	1		2	1	2										1	1	2	1	2	2	2	1	2	1	2	1		4	2		2	60129881	370.588191445973	2	190000	190000	95000	0
6012989	1	1	1	3	3						1	2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	2	1	2	1		4	2		2	60129891	519.386297363128	3	1150000	1150000	383333.333333333	0
6012991	1	1	1	3	3				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	4	1		4	2		2	60129911	390.712411881663	3	420000	420000	140000	0
6012992	1	1	1	3	2						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	6	1		4	2		2	60129921	474.083247707674	3	1096666.66666667	1096666.66666667	365555.555555556	0
6012993	1	1	1	1	1						1	2	2	2	1	1			1			1	1	2										1	1	1	2	2	2	2	1	2	1	2	1		6	2		2	60129931	268.142332665487	4	368333.333333333	368333.333333333	92083.3333333333	0
6012994	1	1	1	2	1						1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	4	1		4	2		2	60129941	432.031995319637	1	250000	250000	250000	0
6012997	1	1	1	3	1				1			2	1	1	1	1		1		1		1	1	2										1	1	1	2	2	2	2	1	1	1	2	1		4	2		2	60129971	417.889242228063	2	408333.333333333	408333.333333333	204166.666666667	0
6012998	1	1	1	2	1			1				2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	6	5	1				2	60129981	515.402831145647	1	1500000	1500000	1500000	0
6012999	1	1	1	3	1				1			2	2	2	1	1			1	1		2	1	1		1	1	1	1					1	1	1	2	2	1	2	2	2	1	2	1		4	1	6	2	60129991	674.137489212071	1	600000	600000	600000	0
6013000	1	1	1	2	1			1				2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	2	1	2	1		4	2		2	60130001	515.402831145647	1	0	0	0	0
6013001	1	1	1	5	1				1			2	1	1	2	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	1	2	6	5	1				1	60130011	515.402831145647	1	4008333.33333333	4008333.33333333	4008333.33333333	0
6013002	1	1	1	1	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60130021	114.356974372314	1	750000	750000	750000	0
6013003	1	1	1	1	1				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60130031	442.61828176522	4	45000	45000	11250	0
6013004	1	1	1	3	3			1				2	1	2	1	1			1	1		1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	1	2	1		4	1	6	2	60130041	153.54867223044	3	990000	990000	330000	0
6013005	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60130051	350.133819017792	2	4100000	4100000	2050000	0
6013006	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	2	1	1	1	1		4	2		2	60130061	295.285260842202	2	720000	720000	360000	0
6013007	1	1	1	3	1				1			1	1	2	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	1	2	1	1	1	1	1		2	2		2	60130071	315.261939692623	1	180000	180000	180000	0
6013008	1	1	1	4	3				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	1	1	1	1		4	2		2	60130081	384.697279131124	4	1322666.66666667	1322666.66666667	330666.666666667	0
6013009	1	1	1	3	2				1			2	1	2	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	3		4	2		2	60130091	293.571026167792	4	2762726	2762726	690681.5	0
6013010	1	1	1	2	2				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	2	1	1	2	2	1	1	1	1	1		4	2		2	60130101	256.305250017682	4	120000	120000	30000	0
6013011	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60130111	254.985437169819	1	2141666.66666667	2141666.66666667	2141666.66666667	0
6013012	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					2	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60130121	260.711435489759	4	195000	195000	48750	0
6013013	1	1	1	3	2		1					1	1	1	1	1		1	1	1		1	1	1		1			1					1	1	1	1	1	1	2	1	1	1	1	1		2	2		2	60130131	230.338624202915	2	220000	220000	110000	0
6013014	1	1	1	5	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	1	2	1	1	1	1	1		2	2		1	60130141	279.831312480292	1	750000	750000	750000	0
6013015	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	1	2	2	1	1	1	1	1		2	2		2	60130151	419.960843332667	3	530000	530000	176666.666666667	0
6013016	1	1	1	3	1				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	2	2	1	1	1	1	1		2	2		2	60130161	315.261939692623	1	200000	200000	200000	0
6013017	1	1	1	5	4		1					1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	1	1	1	1		2	2		2	60130171	378.278660741639	5	2129203.16666667	2129203.16666667	425840.633333333	0
6013018	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	1		1	1	1	1					1	1	1	2	1	1	2	1	1	1	1	1		4	2		2	60130181	279.831312480292	1	550833.333333333	550833.333333333	550833.333333333	0
6013019	1	1	1	5	4				1			1	1	1	1	1			1	1		1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60130191	322.432668191165	9	1309392.66666667	1309392.66666667	145488.074074074	0
6013020	1	1	1	4	3					1		2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	1	2	2	1	1	1	1	1		4	2		2	60130201	226.302567152565	4	2262500	2262500	565625	0
6013021	1	1	1	2	1			1			1	2	2	2	1	1			1			1	4	1		1		1	1					1	1	1	1	2	1	2	1	2	1	1	4		4	2		2	60130211	716.862238557761	1	800000	800000	800000	0
6013022	1	1	1	4	1			1			1	2	2	2	1	1			1	1		1	4	1		1		1	1		1			1	1	1	2	2	1	2	1	2	1	1	4		4	1	5	2	60130221	626.176986827568	2	1327500	1327500	663750	0
6013023	1	1	1	4	2						1	2	2	1	1	1			1			1	4	1		1		1	1					1	1	1	2	2	2	2	1	2	1	2	1		4	2		2	60130231	494.448924141358	3	581250	581250	193750	0
6013024	1	1	1	3	1		1	1			1	2	2	2	1	1			1	1		1	4	1		1	1	1	1					1	1	1	2	2	2	2	1	2	2	2	1		4	2		2	60130241	294.006513952059	1	210000	210000	210000	0
6013025	1	1	1	3	2		1	1			1	2	2	2	1	1		1	1	1		1	4	1		1	1	1	1					1	1	1	2	2	2	2	1	2	2	2	1		4	1	6	2	60130251	637.863003491674	4	217500	217500	54375	0
6013026	1	1	1	2	1		1	1			1	2	1	1	1	1					1	3	1	2										2	1	1	2	2	2	2	1	2	2	2	5	2				2	60130261	738.74980904448	1	80000	80000	80000	0
6013027	1	1	1	4	2				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1		1			1	1	1	2	2	1	2	1	2	1	2	1		2	2		2	60130271	203.289668084485	2	657333.333333333	657333.333333333	328666.666666667	0
6013028	1	1	1	3	1		1	1			1	2	2	2	1	1			1			1	4	1		1		1	1					1	1	1	2	2	2	2	1	2	2	1	1		6	2		2	60130281	294.006513952059	1	190000	190000	190000	0
6013029	1	1	1	4	4		1	1			1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	2	1	2	1		4	1	6	2	60130291	644.889796478114	6	1391600	1391600	231933.333333333	0
6013030	1	1	1	2	1						1	1	1	1	1	1		1	1	1		1	1	1		1		1	1		1			1	1	1	1	2	1	2	1	2	1	2	1		2	2		2	60130301	1120.4054401726	3	911570	911570	303856.666666667	0
6013030	2	1	2	1	1		1				1	1	1	1	1	1			1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	1	1		2	2		2	60130302	1120.4054401726	1	150000	150000	150000	0
6013031	1	1	1	4	2						1	1	1	2	1	1		1	1	1		1	1	2										2	1	1	2	2	1	2	1	2	1	1	1		2	2		2	60130311	1054.29540931104	3	446000	446000	148666.666666667	0
6013032	1	1	1	1	1		1	1			1	2	1	1	1	1			1	1		1	1	2										1	1	1	1	1	1	2	1	2	1	2	1		4	2		2	60130321	203.289668084485	2	47500	47500	23750	0
6013033	1	1	1	2	1		1				1	2	2	1	1	1					1	1	4	1		1		1	1	1				1	1	1	2	2	2	2	1	2	2	1	5	2				2	60130331	716.862238557761	1	50000	50000	50000	0
6013034	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	1	2	2	1	1	2	1	1		4	2		2	60130341	265.769251415246	2	590000	590000	295000	0
6013035	1	1	1	4	3				1			1	1	1	1	1		1	1	1		1	1	2										1	1	2	1	2	2	2	1	1	1	1	1		2	2		2	60130351	332.550892722041	4	105000	105000	26250	0
6013036	1	1	1	3	1		1					2	2	2	1	1			1			1	1	1		1		1	1		1			1	1	1	2	2	1	2	1	2	1	1	4		6	1	4	2	60130361	626.176986827568	2	978333.333333333	978333.333333333	489166.666666667	0
6013037	1	1	1	11	2				1			1	1	1	2	1		1	1	1		1	1	1				1	1					1	1	1	2	2	1	2	1	1	1	1	1		2	2		2	60130371	230.338624202915	2	1233333.33333333	1233333.33333333	616666.666666667	0
6013038	1	1	1	3	2		1	1			1	2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	2	1	4	1		4	1	1	2	60130381	1063.73274370485	4	290000	290000	72500	0
6013039	1	1	1	2	1				1			1	1	1	1	1		1	1			1	1	2										1	1	1	2	2	1	2	1	1	1	2	1		2	2		2	60130391	220.946697254352	3	1400000	1400000	466666.666666667	0
6013040	1	1	1	2	2		1	1			1	2	1	1	1	1			1			1	1	1		1								1	1	2	2	2	2	2	1	2	1	2	2		4	1	1	2	60130401	407.283637541237	3	94750	94750	31583.3333333333	0
6013041	1	1	1	5	2				1			1	1	1	1	1			1			1	1	1				1	1					1	1	1	1	1	1	2	1	1	1	2	4		2	2		2	60130411	372.850716394425	5	1660000	1660000	332000	0
6013042	1	1	1	2	2		1	1			1	2	6								1	1	1	2										1	1	1	2	2	2	2	1	2	1	1	3		4	2		2	60130421	293.842280281573	3	1425000	1425000	475000	0
6013043	1	1	1	3	1				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60130431	279.831312480292	1	210000	210000	210000	0
6013044	1	1	1	5	2						1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	1	1	2	1	1	1	1	1		2	2		2	60130441	281.223199777156	3	4437726	4437726	1479242	0
6013045	1	1	1	1	1				1			2	6								1	1	1	1		1		1	1		1			1	1	1	2	1	2	2	1	2	1	1	4		6	2		2	60130451	293.842280281573	3	920916.666666667	920916.666666667	306972.222222222	0
6013046	1	1	1	3	2		1	1			1	2	1	2	1	1		1	1	1		1	1	2										1	2	2	2	2	2	2	1	2	2	2	1		4	2		2	60130461	626.176986827568	2	700000	700000	350000	0
6013047	1	1	1	3	2				1			2	1	1	1	1		1	1	1		1	1	2										1	1	1	1	2	2	2	1	1	1	1	1		4	2		2	60130471	328.144707249964	4	698000	698000	174500	0
6013048	1	1	1	5	3		1	1			1	2	1	1	2	1		1	1	1		1	1	1		1								1	1	1	2	2	2	2	1	2	2	2	1		4	1	1	2	60130481	742.382140289526	3	270000	270000	90000	0
6013049	1	1	1	5	2		1				1	2	2	2	1	1		1	1	1		1	6	1		1		1	1		1			1	1	1	2	2	1	2	1	2	1	1	1		6	1	1	2	60130491	362.747241430972	3	1688750	1688750	562916.666666667	0
6013050	1	1	1	4	1						1	2	2	1	1	1			1	1		2	1	1		1		1	1		1			1	1	1	2	1	1	2	1	2	1	2	1		4	1	6	2	60130501	337.645208196341	2	1490000	1490000	745000	0
6013051	1	1	1	4	3		1	1			1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	2	1	2	1		2	2		2	60130511	1795.83562718891	6	2505000	2505000	417500	0
6013052	1	1	1	4	1					1		2	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	2	1	1	1	1	1		4	2		2	60130521	350.133819017792	2	700000	700000	350000	0
6013053	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	2	2	1	1	1	1	1		2	2		2	60130531	293.272827924795	3	0	0	0	0
6013054	1	1	1	4	2		1	1			1	1	1	1	1	1			1	1		2	1	2										1	1	2	1	1	1	2	2	2	2	6	1		2	1	6	2	60130541	494.448924141358	3	914500	914500	304833.333333333	0
6013055	1	1	1	5	2						1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	1	1	1	2	1	1	1	1	1		2	2		2	60130551	191.430687827396	3	3188275.08333333	3188275.08333333	1062758.36111111	0
6013056	1	1	1	3	2				1			1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	2	2	1	1	1	1	1		2	2		2	60130561	379.75600822207	4	950000	950000	237500	0
6013057	1	1	1	3	1		1	1			1	2	2	2	1	1			1	1		1	1	1		1								1	1	1	2	2	2	2	1	2	2	1	1		6	2		2	60130571	359.53277868306	2	350000	350000	175000	0
6013058	1	1	1	4	1						1	1	1	1	1	1		1	1	1		1	1	2										1	1	1	2	2	1	1	2	1	1	2	3		2	2		2	60130581	254.985437169819	1	3400000	3400000	3400000	0
6013059	1	1	1	4	3		1	1			1	2	2	2	1	1			1	1		1	4	2										1	1	1	2	2	2	2	1	2	2	4	1		4	1	6	2	60130591	293.842280281573	3	1151000	1151000	383666.666666667	0
6013060	1	1	1	2	2		1	1			1	2	4	2	1	2			1			2	4	1		1								1	1	2	2	2	2	2	1	2	1	1	1		4	1	6	2	60130601	2083.51376687452	5	2351666.66666667	2351666.66666667	470333.333333333	0
6013061	1	1	1	3	2		1	1		1	1	2	6						1			1	4	2										1	1	1	2	2	2	2	2	2	2	1	1		4	1	6	2	60130611	644.889796478114	5	1335166.66666667	1335166.66666667	267033.333333333	0
6013062	1	1	1	4	2				1			2	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	2	2	2	2	1	1	1	1	1		4	2		2	60130621	293.272827924795	3	737000	737000	245666.666666667	0
6013063	1	1	1	4	1				1			1	1	1	1	1		1	1	1		1	1	1		1		1	1					1	1	1	1	2	2	2	1	1	1	2	1		2	2		2	60130631	295.285260842202	2	1400000	1400000	700000	0
6013064	1	1	1	5	3		1	1			1	2	1	1	1	1		1	1	1		1	1	1		1			1					2	1	1	1	1	2	2	1	1	1	1	1		4	1	6	2	60130641	269.701030889515	4	1461833.33333333	1461833.33333333	365458.333333333	0
6013065	1	1	1	5	2			1			1	2	1	2	1	1		1	1	1		1	1	2										1	1	2	2	2	1	2	1	1	1	2	1		4	2		2	60130651	310.950761576753	3	3266000	3266000	1088666.66666667	0
