DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5024831	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2				1						1	11	5		1525.47940470566
5024832	590	1	1	1	1	30-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2								1		1	11	5		1402.30840578075
5024833	590	1	1	1	1	30-10-2016 00:00:00	2	1	2	1		1	6	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5024834	590	1	1	1	1	30-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1							1	11	5		1534.54558230191
5024835	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2							1			1	11	5		1199.0455466162
5024836	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2						1				1	11	5		1174.9902905049
5024837	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2							1			1	11	5		1915.31206876377
5024838	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2				1			1			1	11	5		1466.22544128488
5024840	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	6	1	1	3	1		2	2	2	2									1	1	11	5		1367.02327757387
5024841	590	1	1	1	1	31-10-2016 00:00:00	1	1	3	3		1	6	1	1	3	1		2	2	2	2									1	1	11	5		1243.62047708904
5024842	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5024843	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1516.41322710942
5024844	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5024845	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	3		1	4	1	1	3	1		2	2	2	2									1	1	11	5		1516.41322710942
5024846	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1							1	11	5		1466.22544128488
5024847	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2		1	1	1			1			1	11	5		1274.54441995189
5024848	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1		1						1	11	5		1516.41322710942
5024849	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1494.55546184282
5024851	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1623.29739595056
5024852	590	1	1	1	1	31-10-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2		1						1		1	11	5		1384.09555610386
5024853	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2						1				1	11	5		1431.61637461758
5024854	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2			1				1			1	11	5		1243.62047708904
5024855	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1623.29739595056
5024856	590	1	1	1	1	02-10-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1426.23532082578
5024857	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	1		1	4	1	1	3	1		2	2	2	2		1		1						1	11	5		1282.22642508202
5024858	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1303.06432190087
5024859	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1094.00690288378
5024860	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1	1						1	11	5		1301.13830230774
5024861	590	1	1	1	1	28-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1453.82819521408
5024885	590	1	1	1	3	30-09-2016 00:00:00	1	1	6	3		1	2	2	2		2		2	2	2	2			1				1	1		1	68	2		455.023821160277
5024886	590	1	1	1	3	17-09-2016 00:00:00	1	5	7	4		1	0	2	2		2		2	1	2	1									1	1	54	2		494.567451307578
5024887	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	68	2		1238.87669078018
5024888	590	1	1	1	3	06-10-2016 00:00:00	1	1	6	3		1	1	2	2		1		2	2	2	2							1	1		1	68	2		617.041237302016
5024890	590	1	1	1	1	08-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2							1			1	76	7		972.717692288911
5024892	590	1	1	1	1	10-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1				1		1		1	76	7		2016.77452499709
5024893	590	1	1	1	1	15-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	76	7		1867.75185068987
5024895	590	1	1	1	1	20-09-2016 00:00:00	2	1	4	3		1	2	1	1	3	1		2	2	2	2									1	3	76	7		2097.63984541007
5024896	590	1	1	1	1	25-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2		1								1	76	7		2131.43066377045
5024898	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1	1	1	1	1	1			1	76	7		2192.12920846498
5024899	590	1	1	1	1	25-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2			1					1		1	76	7		1966.02945790058
5024906	590	1	1	1	2	08-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2								1		1	76	7		58.1753435497968
5024907	590	1	1	1	3	16-09-2016 00:00:00	1	1	6	3		1	1	1	1	2	1		2	2	2	2			1		1			1		1	76	7		105.626253345145
5024908	590	1	1	1	3	16-09-2016 00:00:00	1	1	6	2		1	1	2	1	1	1		2	2	2	2								1		1	76	7		82.7707281706179
5024917	590	1	1	1	3	23-09-2016 00:00:00	1	1	4	2		1	3	1	1	2	2		2	2	2	2			1							1	76	7		51.4967745929734
5024919	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	2		1	5	1	1	3	1		2	2	2	2		1					1			1	76	7		395.373409934936
5024920	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	4	2	1	2	2		2	2	2	2								1		1	76	7		67.7708926495076
5024921	590	1	1	1	3	05-10-2016 00:00:00	1	1	4	2		1	4	2	1	3	2		2	2	2	2									1	1	76	7		44.7443719242912
5024922	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	3	2	1	2	2		2	2	2	1		1								1	76	7		44.7443719242912
5024923	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	2		1	4	2	1	2	2		2	2	2	2									1	1	76	7		67.7708926495076
5024924	590	1	1	1	3	07-10-2016 00:00:00	1	1	4	2		1	3	2	1	2	2		2	2	2	2		1				1				1	76	7		87.5086999998705
5024933	590	1	1	1	3	28-10-2016 00:00:00	1	1	6	2		1	2	2	2		2		2	2	2	2								1		1	76	7		215.347025048938
5024934	590	1	1	1	3	28-10-2016 00:00:00	1	1	6	2		1	2	2	2		1		2	2	2	2								1		1	76	7		203.201978176567
5024935	590	1	1	1	3	28-10-2016 00:00:00	1	1	6	2		1	2	2	2		1		2	2	2	2									1	1	76	7		136.957278547547
5024936	590	1	1	1	3	28-10-2016 00:00:00	1	3	6	2		1	1	2	2		1		2	2	2	2								1		1	76	7		113.257552814189
5024937	590	1	1	1	3	28-10-2016 00:00:00	1	1	6	2		1	1	2	2		2		2	2	2	2									1	1	76	7		197.99350635402
5024938	590	1	1	1	3	28-10-2016 00:00:00	1	1	4	2		1	2	2	2		1		2	2	2	2								1		1	76	7		101.201059707464
5024939	590	1	1	1	3	28-10-2016 00:00:00	1	1	4	2		1	2	2	2		2		2	2	2	2									1	1	76	7		120.814047485036
5024943	590	1	1	1	1	06-09-2016 00:00:00	1	1	4	5		1	3	1	1	3	1		2	2	2	2								1		1	76	7		507.834482546895
5024945	590	1	1	1	1	12-09-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	76	7		502.746772128596
5024949	590	1	1	1	3	24-09-2016 00:00:00	1	1	6	4		1	1	1	2		1		2	2	2	2									1	1	76	7		108.966391504628
5024950	590	1	1	1	2	26-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2		1					1	1		1	76	7		108.966391504628
5024951	590	1	1	1	2	26-09-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		142.283452521525
5024952	590	1	1	1	2	26-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		77.4997807087744
5024953	590	1	1	1	2	26-09-2016 00:00:00	3	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		164.578451218609
5024954	590	1	1	1	2	26-09-2016 00:00:00	3	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		123.224833554001
5024956	590	1	1	1	2	27-09-2016 00:00:00	3	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	76	7		68.7127694711073
5024957	590	1	1	1	3	29-09-2016 00:00:00	1	5	6	4		1	0	2	2		1		2	2	2	2									1	1	76	7		135.496870007643
5024958	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	4		1	0	2	2		1		2	2	2	2									1	1	76	7		138.387285250663
5024959	590	1	1	1	3	29-09-2016 00:00:00	1	1	4	4		1	0	2	2		1		2	2	2	1									1	1	76	7		120.673730846052
5024960	590	1	1	1	3	29-09-2016 00:00:00	1	1	6	4		1	0	2	2		1		2	2	2	2									1	1	76	7		164.578451218609
5024961	590	1	1	1	3	29-09-2016 00:00:00	1	5	5	4		1	0	2	2		1		2	2	1	1									1	1	76	7		96.5650114667006
5024962	590	1	1	1	3	29-09-2016 00:00:00	1	1	4	4		1	0	2	2		1		2	2	2	2									1	1	76	7		176.077451166985
5024963	590	1	1	1	1	05-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		111.182433067652
5024964	590	1	1	1	1	05-10-2016 00:00:00	1	3	5	2		1	2	1	1	3	1		2	2	2	2									1	1	76	7		191.557090268062
5024965	590	1	1	1	1	05-10-2016 00:00:00	1	5	5	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		208.805601119105
5024966	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		150.567230909084
5024967	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		211.025686187909
5024968	590	1	1	1	1	05-10-2016 00:00:00	3	5	6	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		181.089355492396
5024969	590	1	1	1	1	05-10-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		176.74947377034
5024970	590	1	1	1	1	05-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		136.779734793205
5024971	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	2	76	7		170.369289370352
5024972	590	1	1	1	1	05-10-2016 00:00:00	1	1	5	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		160.408430044234
5024973	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		206.558820182802
5024974	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		194.52884206471
5024975	590	1	1	1	1	05-10-2016 00:00:00	2	1	5	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		141.215294712449
5024976	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	3		1	2	2	1	1	1		2	2	2	2									1	1	76	7		124.736013476684
5024977	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	4		1	2	1	1	1	1		2	2	2	2									1	1	76	7		202.939169995584
5024978	590	1	1	1	3	06-10-2016 00:00:00	1	1	6	4		1	2	2	2		1		2	2	2	2									1	1	76	7		69.9525043779086
5024979	590	1	1	1	3	06-10-2016 00:00:00	1	1	6	4		1	2	2	2		1		2	2	2	2									1	1	76	7		120.823369620141
5024980	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	3		1	2	1	1	1	1		2	2	2	2									1	1	76	7		98.4673299568842
5024981	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	2		1	2	2	1	2	1		2	2	2	2									1	1	76	7		65.0110786760419
5024982	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		120.534369264287
5024983	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	76	7		151.0564938476
5024985	590	1	1	1	1	06-10-2016 00:00:00	1	5	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		188.527973294151
5024986	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		280.365065204921
5024987	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		132.873827930021
5024988	590	1	1	1	1	06-10-2016 00:00:00	3	1	6	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		226.336896650291
5024989	590	1	1	1	3	06-10-2016 00:00:00	1	4	6	2		1	2	2	1	1	1		2	2	2	2									1	1	76	7		118.321984010345
5024990	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	4		1	2	1	1	1	1		2	2	2	2									1	1	76	7		145.221544012426
5024991	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		141.215294712449
5024992	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	76	7		141.215294712449
5024993	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2									1	1	76	7		183.153640164107
5024995	590	1	1	1	3	18-10-2016 00:00:00	1	1	4	2		1	2	2	1	1	1		2	2	2	2		1								1	76	7		83.35295171224
5024996	590	1	1	1	1	21-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		1	2	2	2			1							1	76	7		217.440446224648
5024997	590	1	1	1	1	21-10-2016 00:00:00	1	1	6	2		1	2	1	1	2	1		2	2	2	2		1					1			1	76	7		271.637916126069
5024998	590	1	1	1	1	21-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		2	2	2	2		1				1	1	1		1	76	7		197.855352834023
5025000	590	1	1	1	1	21-10-2016 00:00:00	1	1	6	1		1	2	1	1	2	1		1	2	2	1							1			1	76	7		279.020032178552
5025001	590	1	1	1	3	23-10-2016 00:00:00	1	1	6	3		1	1	1	1	1	1		2	2	2	2									1	1	76	7		148.675381593714
5025003	590	1	1	1	3	23-10-2016 00:00:00	1	1	6	3		1	1	2	1	1	1		2	2	2	1							1			1	76	7		51.7198394403879
5025004	590	1	1	1	3	23-10-2016 00:00:00	1	1	6	3		1	1	2	1	1	1		2	2	2	2							1			1	76	7		51.7198394403879
5025005	590	1	1	1	3	23-10-2016 00:00:00	1	3	6	3		1	1	1	1	1	1		2	2	2	2									1	1	76	7		102.11701305734
5025007	590	1	1	1	3	24-10-2016 00:00:00	1	1	6	3		1	2	2	1	2	1		2	2	2	1									1	1	76	7		94.2598305693116
5025008	590	1	1	1	3	24-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2			1					1		1	76	7		50.7181125671102
5025011	590	1	1	1	3	24-10-2016 00:00:00	1	3	5	2		1	2	2	1	1	1		2	2	2	2								1		1	76	7		108.451974943277
5025012	590	1	1	1	1	24-10-2016 00:00:00	2	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		195.703185058151
5025013	590	1	1	1	3	25-10-2016 00:00:00	1	1	6	2		1	1	1	1	1	1		2	2	2	2							1			1	76	7		125.892942841164
5025014	590	1	1	1	1	25-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2			1							2	76	7		156.049466259988
5025016	590	1	1	1	1	25-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		179.677846603753
5025017	590	1	1	1	1	25-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		240.476441263131
5025018	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	3		1	1	1	1	2	1		2	2	2	2		1								1	76	7		191.018131702642
5025019	590	1	1	1	3	26-10-2016 00:00:00	1	1	6	3		1	1	1	2		1		2	2	2	1									1	1	76	7		87.0834360044029
5025021	590	1	1	1	1	29-10-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2		1		1	1			1		1	76	7		482.996799962505
5025023	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	4		1	2	1	1	2	1		2	2	2	2		1			1					1	76	7		190.437277554307
5025024	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		179.334636199002
5025025	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2								1		1	76	7		212.137372059669
5025026	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2								1		1	76	7		186.356823940032
5025027	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		245.958742958447
5025028	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	5		1	2	1	1	2	1		2	2	2	2									1	1	76	7		238.548155424729
5025029	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		260.543969950664
5025030	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		252.536345342711
5025031	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		205.45839472339
5025032	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		234.096019924469
5025033	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		211.843542752005
5025034	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		189.32824639157
5025035	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		214.989722451158
5025036	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		167.651140695361
5025037	590	1	1	1	1	31-10-2016 00:00:00	1	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		205.115184318639
5025038	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	2		1	2	2	2		1		2	2	2	2									1	1	76	7		94.2598305693116
5025039	590	1	1	1	3	31-10-2016 00:00:00	1	2	6	4		1	1	2	2		1		2	2	2	2		1	1	1		1	1	1		1	76	7		51.7198394403879
5025040	590	1	1	1	3	31-10-2016 00:00:00	1	1	4	2		1	2	2	2		1		2	2	2	2									1	1	76	7		83.35295171224
5025042	590	1	1	1	3	31-10-2016 00:00:00	1	5	2	2		1	2	2	2		1		2	2	2	2									1	1	76	7		76.8188626714245
5025043	590	1	1	1	1	31-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		212.137372059669
5025046	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		179.334636199002
5025047	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2								1		1	76	7		221.483733177788
5025048	590	1	1	1	1	25-10-2016 00:00:00	2	3	4	4		1	2	1	1	2	1		2	2	2	2									1	1	76	7		205.115184318639
5025049	590	1	1	1	1	25-10-2016 00:00:00	1	5	5	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		245.227132761009
5025050	590	1	1	1	1	25-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		238.548155424729
5025051	590	1	1	1	1	25-10-2016 00:00:00	2	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		172.991381521475
5025053	590	1	1	1	1	25-10-2016 00:00:00	2	3	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		238.548155424729
5025054	590	1	1	1	1	25-10-2016 00:00:00	1	1	6	3		1	2	1	1	2	1		2	2	2	2									1	1	76	7		217.440446224648
5025055	590	1	1	1	1	25-10-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		167.651140695361
5025056	590	1	1	1	2	26-10-2016 00:00:00	2	1	4	1		1	2	1	1	1	1		2	2	2	2									1	1	76	7		76.8188626714245
5025057	590	1	1	1	2	26-10-2016 00:00:00	1	1	6	2		1	1	1	1	1	1		2	2	2	2								1		1	76	7		97.312262794594
5025058	590	1	1	1	2	26-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2		1	1				1			1	76	7		76.8188626714245
5025059	590	1	1	1	2	26-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	76	7		101.275580378368
5025060	590	1	1	1	2	26-10-2016 00:00:00	1	1	6	2		1	1	1	1	1	1		2	2	2	2									1	1	76	7		83.9952572363332
5025061	590	1	1	1	2	26-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	76	7		76.8188626714245
5025062	590	1	1	1	2	26-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	76	7		76.1765571473313
5025063	590	1	1	1	2	26-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	76	7		108.451974943277
5025064	590	1	1	1	1	27-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	76	7		214.989722451158
5025065	590	1	1	1	2	27-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2								1		1	76	7		50.7181125671102
5025068	590	1	1	1	1	27-10-2016 00:00:00	1	1	5	2		1	2	1	1	2	1		2	2	2	2									1	1	76	7		171.731594309635
5025070	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2								1		1	76	7		133.588234034438
5025071	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2									1	1	76	7		121.730498102511
5025072	590	1	1	1	2	28-10-2016 00:00:00	1	1	6	4		1	1	1	1	1	1		2	2	2	1		1			1					1	76	7		103.64722468053
5025073	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2			1							1	76	7		125.042272602192
5025074	590	1	1	1	2	28-10-2016 00:00:00	2	1	6	4		1	1	1	1	1	1		1	1	1	1		1	1		1			1		1	76	7		94.2598305693116
5025075	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2			1							1	76	7		76.8188626714245
5025076	590	1	1	1	2	28-10-2016 00:00:00	1	1	6	2		1	2	1	1	1	1		1	2	2	2							1			1	76	7		70.4839007854882
5025077	590	1	1	1	2	28-10-2016 00:00:00	1	1	4	4		1	2	1	1	1	1		2	2	2	2			1							1	76	7		101.275580378368
5025078	590	1	1	1	2	28-10-2016 00:00:00	1	3	4	4		1	2	1	1	1	1		2	2	2	2			1					1		1	76	7		65.679150522742
5025079	590	1	1	1	2	28-10-2016 00:00:00	1	1	6	3		1	2	1	1	1	1		1	2	2	2									1	1	76	7		144.651394010405
5025080	590	1	1	1	2	28-10-2016 00:00:00	1	7	5	2		1	2	1	1	1	1		2	2	2	2			1							1	76	7		50.8462876027678
5025081	590	1	1	1	2	28-10-2016 00:00:00	1	7	6	4		1	2	1	1	1	1		2	2	2	2									1	1	76	7		146.187215809454
5025082	590	1	1	1	2	29-10-2016 00:00:00	1	1	4	2		1	2	1	1	1	1		2	2	2	2			1							1	76	7		152.837826332367
5025083	590	1	1	1	2	29-10-2016 00:00:00	2	1	4	3		1	2	1	1	1	1		2	2	2	2									1	1	76	7		77.0179898263038
5025084	590	1	1	1	2	29-10-2016 00:00:00	1	1	4	3		1	2	1	1	1	1		2	2	2	2									1	1	76	7		72.8555450876506
5025085	590	1	1	1	2	29-10-2016 00:00:00	1	1	4	3		1	2	1	1	1	1		2	2	2	2			1		1					1	76	7		58.8962340052966
5025086	590	1	1	1	2	30-10-2016 00:00:00	2	5	5	2		1	2	1	1	1	1		2	2	2	2			1							1	76	7		77.0179898263038
5025087	590	1	1	1	1	29-10-2016 00:00:00	1	1	4	2		1	1	1	1	2	1		2	2	2	2									1	1	76	7		222.743520389627
5025088	590	1	1	1	2	07-09-2016 00:00:00	1	1	4	1		1	2	2	1	3	1		2	2	2	2									1	1	76	7		193.397480679914
5025090	590	1	1	1	1	19-10-2016 00:00:00	2	1	6	2		1	1	1	1	3	1		2	2	2	2								1		1	76	7		254.247942517885
5025091	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	76	7		239.068209844143
5025092	590	1	1	1	1	20-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2						1				1	76	7		256.325143863508
5025093	590	1	1	1	1	20-10-2016 00:00:00	1	1	4	2		1	2	1	1	3	1		2	2	2	2									1	1	76	7		248.254949489169
5025094	590	1	1	1	1	21-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	76	7		216.6896665925
5025095	590	1	1	1	3	24-10-2016 00:00:00	2	3	6	4		1	1	2	2		1		2	2	2	2									1	1	76	7		74.6121706387833
5025096	590	1	1	1	3	24-10-2016 00:00:00	1	3	7	2		1	1	2	2		1		2	2	2	2									1	1	76	7		159.486355827756
5025097	590	1	1	1	3	24-10-2016 00:00:00	1	3	7	2		1	1	2	2		1		2	2	2	2									1	1	76	7		141.58691273738
5025098	590	1	1	1	3	24-10-2016 00:00:00	2	1	6	2		1	1	1	2		1		2	2	2	2									1	1	76	7		97.317293486068
5025099	590	1	1	1	3	26-10-2016 00:00:00	1	1	6	2		1	1	2	2		1		1	2	2	2									1	1	76	7		100.32178999346
5025100	590	1	1	1	3	26-10-2016 00:00:00	1	3	6	2		1	2	2	2		1		2	2	2	2									1	1	76	7		75.2223583025099
5025101	590	1	1	1	3	26-10-2016 00:00:00	3	1	6	3		1	1	2	2		2		2	2	2	2									1	1	76	7		97.317293486068
5025136	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	1	1	1	3	2		1	2	2	2		1	1	1			1	1		1	76	7	10	71.2015132509575
