DIRECTORIO	NRO_ENCUESTA	SECUENCIA_ENCUESTA	SECUENCIA_P	ORDEN	P3	P5660	P1070	P4005	P4015	P4567	P8520	P8520S1	P8520S1A1	P8520S3	P8520S4	P8520S4A1	P8520S5	P4065	P4065S1	P4065S2	P4065S3	P4065S4	P5661	P5661S1	P5661S2	P5661S3	P5661S4	P5661S5	P5661S6	P5661S7	P5661S8	CANT_HOG_COMPLETOS	P1_DEPARTAMENTO	REGION	REGION_BUENAVENTURA	FEX_C
5010347	590	1	1	1	1	05-10-2016 00:00:00	1	1	6	3		1	2	1	1	3	1		2	2	2	2									1	1	88	8		34.7716937896745
5010348	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	3		1	2	2	1	3	2		2	2	2	2		1								1	88	8		41.9735693612951
5010349	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	3		1	2	2	1	3	1		2	2	2	2									1	1	88	8		26.8541272341659
5010350	590	1	1	1	1	05-10-2016 00:00:00	1	1	4	1		1	2	2	1	3	1		1	2	2	2		1	1		1		1	1		1	88	8		42.4857537308972
5010351	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	1		1	2	2	1	3	2		2	2	2	2		1								1	88	8		32.7788382297128
5010352	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	1		1	2	2	1	3	2		2	2	2	2		1								1	88	8		52.8344655588005
5010354	590	1	1	1	1	06-10-2016 00:00:00	1	5	6	3		1	2	2	1	3	2		2	2	2	2		1	1					1		1	88	8		35.4832840553814
5010355	590	1	1	1	1	06-10-2016 00:00:00	1	1	6	4		1	2	2	1	3	2		2	2	2	2								1		1	88	8		34.7716937896745
5010356	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	1		1	1	2	1	3	2		2	2	2	2									1	1	88	8		19.5037051155663
5010357	590	1	1	1	1	06-10-2016 00:00:00	2	5	4	3		1	1	2	1	3	2		2	2	2	2									1	1	88	8		30.839202139331
5010358	590	1	1	1	1	06-10-2016 00:00:00	2	5	4	4		1	1	1	1	7	1		2	2	2	2									1	1	88	8		32.7788382297128
5010359	590	1	1	1	1	06-10-2016 00:00:00	2	1	6	3		1	2	2	1	3	2		2	2	2	2		1								1	88	8		25.7229786134323
5010360	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	4		1	2	2	1	3	1		2	2	2	2		1								1	88	8		30.839202139331
5010361	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	3		1	2	2	1	3	2		1	2	2	2		1	1	1				1		1	88	8		42.4488064023126
5010362	590	1	1	1	1	06-10-2016 00:00:00	3	1	6	1		1	2	2	1	3	2		2	2	2	2		1								1	88	8		32.7788382297128
5010364	590	1	1	1	1	06-10-2016 00:00:00	2	1	4	4		1	2	2	1	3	2		2	2	2	2		1	1							1	88	8		25.8133158827815
5010365	590	1	1	1	1	06-10-2016 00:00:00	1	5	6	3		1	1	2	1	3	2		1	2	2	2			1	1				1		1	88	8		19.5037051155663
5010366	590	1	1	1	1	06-10-2016 00:00:00	1	1	4	4		1	1	2	1	3	2		2	2	2	2		1								1	88	8		23.6758131261098
5010367	590	1	1	1	1	07-10-2016 00:00:00	1	1	4	3		1	2	2	1	3	2		1	2	2	2			1	1			1	1		1	88	8		25.8133158827815
5010368	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	3		1	3	2	1	3	2		2	2	2	2				1		1		1		1	88	8		30.1291511034389
5010369	590	1	1	1	1	07-10-2016 00:00:00	1	5	6	4		1	1	2	1	7	2		1	2	2	2									1	1	88	8		31.2610492395839
5010370	590	1	1	1	1	07-10-2016 00:00:00	1	1	4	3		1	2	2	1	3	2		2	2	2	2				1		1		1		1	88	8		23.2539660258569
5010371	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	1		1	3	2	1	7	2		1	2	2	2			1							1	88	8		24.3858641620018
5010372	590	1	1	1	1	07-10-2016 00:00:00	1	5	6	4		1	1	2	1	7	2		2	2	2	2									1	1	88	8		35.098384283713
5010373	590	1	1	1	1	07-10-2016 00:00:00	1	5	4	3		1	1	2	1	7	2		2	2	2	2									1	1	88	8		26.8541272341659
5010374	590	1	1	1	1	07-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		1	2	2	2		1	1	1			1	1		1	88	8		41.8821416341649
5010375	590	1	1	1	1	08-10-2016 00:00:00	2	1	6	3		1	2	2	1	3	2		1	2	2	2		1	1	1			1	1		1	88	8		43.9664249212568
5010376	590	1	1	1	1	07-10-2016 00:00:00	2	1	4	1		1	2	1	1	7	1		2	2	2	2		1								1	88	8		30.1291511034389
5010377	590	1	1	1	1	07-10-2016 00:00:00	1	5	4	4		1	2	2	1	3	1		2	2	2	2		1		1	1					1	88	8		43.549397157869
5010379	590	1	1	1	1	07-10-2016 00:00:00	1	1	4	3		1	2	2	1	3	2		2	2	2	2				1						1	88	8		35.0080470143638
5010380	590	1	1	1	1	07-10-2016 00:00:00	1	1	4	3		1	2	2	1	3	1		2	2	2	2									1	1	88	8		28.7016993826592
5010381	590	1	1	1	1	07-10-2016 00:00:00	1	1	4	1		1	1	2	1	3	2		2	2	2	2			1							1	88	8		31.3513865089331
5010382	590	1	1	1	1	07-10-2016 00:00:00	1	5	6	2		1	2	2	1	3	2		1	2	2	1		1	1		1					1	88	8		40.5461176405154
5010384	590	1	1	1	1	07-10-2016 00:00:00	3	1	6	4		1	1	2	1	3	2		2	2	2	2									1	1	88	8		34.7347464610899
5010385	590	1	1	1	1	07-10-2016 00:00:00	1	5	6	4		1	1	2	1	3	2		2	2	2	2								1		1	88	8		26.2885529237991
5010386	590	1	1	1	1	07-10-2016 00:00:00	2	5	6	4		1	1	2	1	3	2		2	2	2	2								1		1	88	8		31.2241019109993
5010387	590	1	1	1	1	07-10-2016 00:00:00	1	5	5	4		1	1	2	1	3	2		2	2	2	2									1	1	88	8		25.3914687825286
5010388	590	1	1	1	1	08-10-2016 00:00:00	1	1	6	3		1	1	2	1	3	2		2	2	2	2									1	1	88	8		25.8667058235462
5010389	590	1	1	1	1	08-10-2016 00:00:00	3	1	6	4		1	1	2	1	3	2		2	2	2	2									1	1	88	8		25.9036531521308
5010390	590	1	1	1	1	08-10-2016 00:00:00	1	5	6	4		1	1	2	1	3	2		2	2	2	2									1	1	88	8		32.9239341984567
5010391	590	1	1	1	1	08-10-2016 00:00:00	3	1	6	4		1	1	2	1	3	1		1	2	2	2		1	1				1			1	88	8		26.3788901931483
5010393	590	1	1	1	1	09-10-2016 00:00:00	2	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	88	8		23.9640170617489
5010394	590	1	1	1	1	09-10-2016 00:00:00	1	1	4	4		1	2	2	1	3	1		1	2	2	2		1	1							1	88	8		35.098384283713
5010395	590	1	1	1	1	15-09-2016 00:00:00	1	1	4	3		1	3	1	1	3	1		2	2	2	2							1			1	11	5		1122.98094703129
5010396	590	1	1	1	1	16-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1477.80727911644
5010397	590	1	1	1	1	18-09-2016 00:00:00	2	1	5	1		1	3	1	1	2	1		2	2	2	2									1	1	11	5		1310.20447990399
5010400	590	1	1	1	1	21-09-2016 00:00:00	1	1	4	4		1	2	1	1	2	1		2	2	2	2		1				1				1	11	5		1313.15036794487
5010401	590	1	1	1	1	23-09-2016 00:00:00	3	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1308.44537569267
5010402	590	1	1	1	1	25-09-2016 00:00:00	2	1	4	4		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1636.72475889085
5010403	590	1	1	1	1	27-09-2016 00:00:00	2	1	2	1		1	5	1	1	3	1		1	2	2	2									1	1	11	5		1339.74425030072
5010404	590	1	1	1	1	27-09-2016 00:00:00	2	1	2	1		1	5	1	1	3	1		2	2	2	1		1			1	1				1	11	5		1274.54441995189
5010405	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1331.28272313736
5010406	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5010407	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1818.73495219472
5010408	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1					1			1	11	5		1301.13830230774
5010409	590	1	1	1	1	30-09-2016 00:00:00	3	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1431.61637461758
5010410	590	1	1	1	1	30-09-2016 00:00:00	3	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1243.62047708904
5010411	590	1	1	1	1	30-09-2016 00:00:00	2	1	1	3		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1301.13830230774
5010412	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2				1						1	11	5		1809.81207238874
5010413	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1371.38446291791
5010414	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1					1			1	11	5		1431.61637461758
5010415	590	1	1	1	1	30-09-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2						1				1	11	5		1817.49407751887
5010416	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1409.75860935098
5010417	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2			1	1						1	11	5		1126.53864288244
5010418	590	1	1	1	1	01-10-2016 00:00:00	3	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1458.21025697343
5010419	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1393.24222818451
5010420	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1424.16617104736
5010421	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1313.15036794487
5010422	590	1	1	1	1	01-10-2016 00:00:00	3	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1431.61637461758
5010423	590	1	1	1	1	01-10-2016 00:00:00	3	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1409.75860935098
5010424	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	11	5		1217.17790180869
5010425	590	1	1	1	1	03-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1		1		1	1	1		1	11	5		1592.37345308772
5010426	590	1	1	1	1	03-10-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2		1					1			1	11	5		1208.89124624568
5010427	590	1	1	1	1	03-10-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2		1				1	1			1	11	5		1359.34127244373
5010428	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1623.29739595056
5010429	590	1	1	1	1	04-10-2016 00:00:00	1	1	5	1		1	3	1	1	2	1		2	2	1	2		1						1		1	11	5		1199.0455466162
5010430	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2		1								1	11	5		1576.47198549691
5010431	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	3		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1445.70922478638
5010433	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1793.59024261591
5010434	590	1	1	1	1	05-10-2016 00:00:00	2	1	4	1		1	3	1	1	3	1		2	2	2	2									1	1	11	5		1322.19929891107
5010435	590	1	1	1	2	14-09-2016 00:00:00	1	6	4	2		1	2	1	1	1	1		2	2	2	1			1	1	1	1	1	1		1	25	2		35.9747062729929
5010436	590	1	1	1	2	14-09-2016 00:00:00	1	1	4	1		1	2	1	1	1	1		2	2	2	2			1		1			1		1	25	2		25.2860660857893
5010437	590	1	1	1	2	14-09-2016 00:00:00	2	1	4	1		1	2	1	1	1	1		2	2	2	2			1	1	1			1		1	25	2		51.5170086416757
5010438	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	25	2		1708.177147924
5010439	590	1	1	1	2	30-09-2016 00:00:00	2	1	4	3		1	2	1	1	1	1		2	1	2	2			1	1	1			1		1	25	2		49.1774721922902
5010440	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	1		1	1	1	1	3	1		2	2	2	2		1		1	1		1			1	25	2		1728.71737343759
5010441	590	1	1	1	2	01-10-2016 00:00:00	1	1	4	3		1	1	1	1	1	1		2	2	2	2			1		1					1	25	2		66.0331263571041
5010442	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1	1	1					1	25	2		1662.99214546152
5010443	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	1		1	2	1	1	3	1		2	2	2	2									1	1	25	2		1719.72032965842
5010444	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1	1	1	1		1			1	25	2		1936.18185905524
5010445	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	2	2	1	8	1		1	2	1	1									1	1	11	2		69.2967502946573
5010446	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	1	2	1	8	1		2	2	2	1									1	1	11	2		58.8950735633771
5010447	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	2	2	1	8	1		2	2	2	2									1	1	11	2		123.401569912696
5010448	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	2	2	1	8	1		2	2	2	2									1	1	11	2		92.8591493015516
5010449	590	1	1	1	3	03-10-2016 00:00:00	3	1	4	2		1	1	1	1	8	2		2	2	1	2									1	1	11	2		118.395589127216
5010450	590	1	1	1	3	03-10-2016 00:00:00	3	1	5	3		1	1	2	1	8	2		2	2	1	2									1	1	11	2		56.0534835467531
5010451	590	1	1	1	3	03-10-2016 00:00:00	3	1	4	2		1	1	1	1	8	2		2	2	1	2									1	1	11	2		79.7477788490695
5010452	590	1	1	1	3	03-10-2016 00:00:00	3	1	1	3		1	1	2	1	8	2		2	2	1	2								1		1	11	2		79.7477788490695
5010453	590	1	1	1	3	03-10-2016 00:00:00	3	1	5	3		1	1	1	1	8	2		2	2	1	2									1	1	11	2		86.0364008827791
5010454	590	1	1	1	1	03-10-2016 00:00:00	2	1	4	4		1	1	1	1	3	1		2	2	2	2									1	1	25	2		1420.68297415806
5010455	590	1	1	1	1	03-10-2016 00:00:00	2	1	6	4		1	1	1	1	3	1		2	2	2	2									1	1	25	2		1690.8860106125
5010456	590	1	1	1	3	03-10-2016 00:00:00	3	1	1	3		1	1	2	1	8	2		2	2	1	2									1	1	11	2		118.395589127216
5010457	590	1	1	1	3	03-10-2016 00:00:00	3	1	1	2		1	1	1	1	8	2		2	2	1	2									1	1	11	2		102.9513444098
5010458	590	1	1	1	3	03-10-2016 00:00:00	3	1	2	3		1	1	2	1	8	2		2	2	1	2									1	1	11	2		84.9340014677931
5010459	590	1	1	1	1	03-10-2016 00:00:00	2	1	6	1		1	1	1	1	3	1		2	2	2	2									1	1	25	2		1420.68297415806
5010460	590	1	1	1	3	03-10-2016 00:00:00	3	1	2	2		1	1	1	1	8	2		2	2	1	2							1	1		1	11	2		79.7477788490695
5010461	590	1	1	1	3	03-10-2016 00:00:00	3	1	2	2		1	1	1	1	8	2		2	2	1	2		1								1	11	2		118.395589127216
5010462	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	4		1	2	2	2		2		2	2	2	2									1	1	11	2		114.426189062233
5010463	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	4		1	2	2	2		2		2	2	2	2									1	1	11	2		56.0534835467531
5010464	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	4		1	2	2	2		2		2	2	2	2									1	1	11	2		146.78537730667
5010465	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	4		1	2	2	2		2		2	2	2	2									1	1	11	2		135.19121910186
5010466	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	3		1	2	1	2		2		2	2	2	1									1	1	11	2		95.7950040464572
5010467	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	4		1	1	2	1	8	1		2	2	2	2									1	1	11	2		97.5112455352123
5010468	590	1	1	1	3	04-10-2016 00:00:00	1	8	4	4		1	2	2	2		2		2	2	2	2									1	1	11	2		71.9748057095482
5010469	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	2	2	2		2		2	2	2	2									1	1	11	2		91.2226235015027
5010470	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	1	1	2			1					1		1	11	2		146.380490711395
5010471	590	1	1	1	1	04-10-2016 00:00:00	1	1	6	4		1	2	1	1	3	1		2	2	2	2								1		1	25	2		1472.2951306128
5010472	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	1									1	1	11	2		131.831503356998
5010473	590	1	1	1	3	06-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	2			1							1	11	2		146.605135473426
5010474	590	1	1	1	2	07-10-2016 00:00:00	1	1	6	4		1	2	1	1	1	1		2	2	2	2			1							1	25	2		25.2860660857893
5010475	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	2		1	2	1	1	2	1		2	2	2	2		1	1		1					1	25	2		1114.86126045363
5010476	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1						1		1	25	2		1067.47002546358
5010477	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1						1		1	25	2		1138.99871288837
5010478	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2				1		1	1			1	25	2		1220.15629691571
5010479	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1309.40678126556
5010480	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2		1	1					1		1	25	2		1219.58081503005
5010481	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2		1								1	25	2		1183.37817841025
5010482	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2		1						1		1	25	2		1359.75988988147
5010483	590	1	1	1	1	27-09-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1321.47196545062
5010484	590	1	1	1	1	28-09-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1065.76931209398
5010485	590	1	1	1	1	30-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2		1						1		1	25	2		1513.57139281755
5010486	590	1	1	1	1	29-09-2016 00:00:00	2	1	4	2		1	2	1	1	2	1		2	2	2	2								1		1	25	2		1043.33257302884
5010487	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1044.89981692844
5010488	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2		1	1					1		1	25	2		1220.15629691571
5010489	590	1	1	1	1	30-09-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1114.86126045363
5010490	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	3		1	1	1	1	2	1		2	2	2	2									1	1	25	2		1513.57139281755
5010491	590	1	1	1	1	01-10-2016 00:00:00	1	1	6	4		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1422.48426632578
5010492	590	1	1	1	1	29-09-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		950.878653448603
5010493	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	5		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1268.6727633897
5010494	590	1	1	1	1	01-10-2016 00:00:00	1	1	4	3		1	2	1	1	2	1		2	2	2	2					1					1	25	2		1140.12394437232
5010495	590	1	1	1	1	30-10-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1093.74311961895
5010496	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	1		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1321.47196545062
5010497	590	1	1	1	1	01-10-2016 00:00:00	2	1	4	3		1	2	1	1	2	1		2	2	2	2									1	1	25	2		1231.65308327973
5010498	590	1	1	1	3	03-10-2016 00:00:00	1	1	7	4		1	1	2	2		1		2	2	2	2								1		1	25	2		335.343929634963
5010499	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	4		1	3	2	2		1		2	2	2	2									1	1	25	2		1081.81072045466
5010500	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	4		1	1	2	2		1		2	2	2	2									1	1	25	2		874.217666527708
5010501	590	1	1	1	3	03-10-2016 00:00:00	1	7	6	4		1	2	2	2		1		2	2	2	2								1		1	25	2		470.830625965152
5010502	590	1	1	1	3	04-10-2016 00:00:00	1	5	6	4		1	1	2	2		1		2	2	2	2									1	1	25	2		455.827320452982
5010503	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	4		1	1	2	2		1		2	2	2	2									1	1	25	2		293.33357098272
5010504	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		564.719279528961
5010505	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		639.060753465104
5010506	590	1	1	1	3	03-10-2016 00:00:00	1	1	4	4		1	1	2	2		1		2	2	2	2									1	1	25	2		471.608283310558
5010507	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	4		1	2	1	1	1	1		2	2	2	2									1	1	25	2		293.33357098272
5010508	590	1	1	1	3	03-10-2016 00:00:00	1	1	4	4		1	1	2	2		1		2	2	2	2									1	1	25	2		717.879302951225
5010509	590	1	1	1	3	05-10-2016 00:00:00	1	3	6	4		1	2	2	2		2		2	2	2	1			1				1			1	25	2		293.33357098272
5010510	590	1	1	1	3	03-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		619.576139604632
5010511	590	1	1	1	3	05-10-2016 00:00:00	1	7	7	3		1	1	2	2		2		2	2	2	1							1	1		1	25	2		293.33357098272
5010512	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	2	2	2		1		2	2	2	2									1	1	25	2		474.323850676139
5010513	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		450.237221820414
5010514	590	1	1	1	3	04-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		483.146219459607
5010515	590	1	1	1	3	05-10-2016 00:00:00	1	1	4	3		1	2	2	2		1		2	2	2	2									1	1	25	2		365.690331283923
5010516	590	1	1	1	3	05-10-2016 00:00:00	1	1	4	3		1	2	2	2		1		2	2	2	2									1	1	25	2		293.33357098272
5010517	590	1	1	1	3	05-10-2016 00:00:00	1	1	4	3		1	1	2	2		1		2	2	2	2									1	1	25	2		293.33357098272
5010518	590	1	1	1	3	06-10-2016 00:00:00	1	1	4	4		1	1	2	2		1		2	2	2	2									1	1	25	2		450.237221820414
5010519	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	1								1		1	25	2		504.517280949751
5010520	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	1	2	2							1	1		1	25	2		293.33357098272
5010521	590	1	1	1	3	07-10-2016 00:00:00	1	4	7	3		1	1	2	2		2		2	2	2	1								1		1	25	2		293.33357098272
5010522	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	1								1		1	25	2		293.33357098272
5010523	590	1	1	1	3	07-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	1	2	1								1		1	25	2		293.33357098272
5010524	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	1								1		1	25	2		687.685872677613
5010525	590	1	1	1	3	05-10-2016 00:00:00	1	1	6	3		1	1	2	2		2		2	2	2	1								1		1	25	2		542.936983561912
5010526	590	1	1	1	1	08-09-2016 00:00:00	2	1	4	1		1	2	1	1	3	1		2	2	2	2				1						1	25	2		894.137849099576
5010527	590	1	1	1	1	08-09-2016 00:00:00	2	1	6	4		1	2	1	1	3	1		2	2	2	2									1	1	25	2		837.103000818689
5010530	590	1	1	1	1	22-09-2016 00:00:00	2	1	4	3		1	3	1	1	1	1		2	2	2	2							1			1	15	2		531.923063920036
5010531	590	1	1	1	1	22-09-2016 00:00:00	1	1	4	1		1	1	1	1	1	1		2	2	2	2									1	1	15	2		619.921281926434
5010533	590	1	1	1	1	26-09-2016 00:00:00	1	1	4	3		1	3	1	1	1	1		2	2	1	2		1		1		1	1	1		1	15	2		707.217114989649
5010534	590	1	1	1	1	26-09-2016 00:00:00	1	1	4	3		1	1	1	1	1	1		2	2	1	2			1							1	15	2		543.655402574251
5010535	590	1	1	1	1	26-09-2016 00:00:00	1	1	4	3		1	1	1	1	1	1		2	2	2	2									1	1	15	2		531.923063920036
5010537	590	1	1	1	1	27-09-2016 00:00:00	2	1	4	2		1	2	1	1	1	1		2	2	2	2		1				1	1			1	15	2		621.779843358679
5010538	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	3		1	3	1	1	1	1		2	2	2	2									1	1	15	2		744.198444952804
5010539	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	3		1	1	1	1	1	1		2	2	2	2									1	1	15	2		718.722947987811
5010540	590	1	1	1	1	28-09-2016 00:00:00	1	1	4	3		1	3	1	1	1	1		2	2	2	2		1	1	1	1	1				1	15	2		317.366728875278
5010541	590	1	1	1	1	28-09-2016 00:00:00	1	1	6	3		1	1	1	1	1	1		2	2	2	2							1	1		1	15	2		568.39059072476
5010542	590	1	1	1	1	04-10-2016 00:00:00	1	1	4	3		1	3	1	1	1	1		2	2	2	2							1			1	15	2		718.722947987811
5010543	590	1	1	1	1	13-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2							1			1	50	2		1204.44908740587
5010544	590	1	1	1	1	17-09-2016 00:00:00	1	1	4	3		1	2	1	1	3	1		2	2	2	2									1	1	50	2		1034.88410646439
5010545	590	1	1	1	3	21-09-2016 00:00:00	1	1	4	3		1	2	2	1	3	2		2	2	2	2								1		1	50	2		852.454580707018
5010546	590	1	1	1	3	03-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	2									1	1	50	2		669.886242460624
5010547	590	1	1	1	3	03-10-2016 00:00:00	2	1	6	3		1	1	2	2		2		2	2	2	2									1	1	50	2		502.710503252329
5010548	590	1	1	1	3	04-10-2016 00:00:00	1	1	6	4		1	1	2	2		2		2	2	2	2									1	1	50	2		719.898106758048
5010549	590	1	1	1	3	04-10-2016 00:00:00	2	1	6	4		1	1	2	2		2		2	2	2	2									1	1	50	2		804.577030453241
5010550	590	1	1	1	1	04-10-2016 00:00:00	2	1	4	1		1	3	1	1	2	1		2	2	2	2				1						1	50	2		1267.65852489631
